worker_id,date,present,completed_tasks,overtime_hours,performance_score
WRK-شما-001,2026-01-14,True,5,0.0,80.2
WRK-شما-002,2026-01-14,True,13,0.4,85.3
WRK-جنو-001,2026-01-14,True,4,0.0,78.2
WRK-جنو-002,2026-01-14,True,13,1.3,90.8
WRK-الأ-001,2026-01-14,True,5,0.7,72.9
WRK-الأ-002,2026-01-14,True,8,0.9,91.4
WRK-الف-001,2026-01-14,True,11,0.0,81.2
WRK-الف-002,2026-01-14,True,7,0.9,80.5
WRK-الف-003,2026-01-14,True,11,0.8,87.1
WRK-الف-004,2026-01-14,True,9,0.0,80.0
WRK-الب-001,2026-01-14,True,8,0.7,86.3
WRK-الب-002,2026-01-14,True,10,0.9,95.7
WRK-كفر-001,2026-01-14,True,5,0.5,91.3
WRK-كفر-002,2026-01-14,True,13,0.8,71.8
WRK-كفر-003,2026-01-14,True,7,0.0,80.6
WRK-كفر-004,2026-01-14,True,6,0.7,86.0
WRK-بني-001,2026-01-14,True,10,1.2,78.3
WRK-بني-002,2026-01-14,True,6,2.0,75.2
WRK-بور-001,2026-01-14,True,8,0.0,72.6
WRK-بور-002,2026-01-14,True,12,0.6,84.6
WRK-دمي-001,2026-01-14,True,7,0.4,85.9
WRK-دمي-002,2026-01-14,True,11,0.0,74.3
WRK-الإ-001,2026-01-14,True,7,0.0,91.3
WRK-الإ-002,2026-01-14,True,8,1.1,73.4
WRK-الم-001,2026-01-14,True,4,0.0,74.6
WRK-الم-002,2026-01-14,True,7,1.5,89.5
WRK-الم-003,2026-01-14,True,12,0.2,74.1
WRK-الم-004,2026-01-14,True,5,0.1,68.6
WRK-سوه-001,2026-01-14,True,10,1.5,85.7
WRK-سوه-002,2026-01-14,True,12,0.0,68.3
WRK-سوه-003,2026-01-14,False,0,0.0,
WRK-سوه-004,2026-01-14,True,10,0.0,100.0
WRK-الم-001,2026-01-14,False,0,0.0,
WRK-الم-002,2026-01-14,True,4,0.0,87.8
WRK-الم-003,2026-01-14,True,10,0.5,77.8
WRK-الم-004,2026-01-14,True,9,1.5,66.2
WRK-الس-001,2026-01-14,True,8,0.0,66.4
WRK-الس-002,2026-01-14,True,9,1.1,96.3
WRK-قنا-001,2026-01-14,True,9,2.3,81.3
WRK-قنا-002,2026-01-14,True,7,0.4,71.8
WRK-الش-001,2026-01-14,True,12,0.7,94.1
WRK-الش-002,2026-01-14,True,6,1.9,71.9
WRK-الش-003,2026-01-14,False,0,0.0,
WRK-الش-004,2026-01-14,True,8,1.3,81.1
WRK-الش-005,2026-01-14,True,7,1.1,80.0
WRK-الش-006,2026-01-14,True,7,0.0,71.7
WRK-أسي-001,2026-01-14,True,13,0.6,80.5
WRK-أسي-002,2026-01-14,True,8,2.5,89.7
WRK-أسي-003,2026-01-14,True,12,0.3,74.3
WRK-أسي-004,2026-01-14,True,12,0.0,98.1
WRK-أسو-001,2026-01-14,True,9,1.7,85.8
WRK-أسو-002,2026-01-14,True,8,0.0,93.0
WRK-الب-001,2026-01-14,True,10,0.6,83.5
WRK-الب-002,2026-01-14,True,6,0.0,98.1
WRK-الب-003,2026-01-14,True,8,0.0,76.3
WRK-الب-004,2026-01-14,True,10,0.6,85.8
WRK-الب-005,2026-01-14,True,8,1.8,73.7
WRK-الب-006,2026-01-14,True,8,2.2,86.7
WRK-الد-001,2026-01-14,True,9,1.3,93.8
WRK-الد-002,2026-01-14,True,13,1.6,77.3
WRK-الد-003,2026-01-14,True,4,0.0,91.0
WRK-الد-004,2026-01-14,True,13,1.3,70.6
WRK-الق-001,2026-01-14,True,11,0.8,84.0
WRK-الق-002,2026-01-14,True,7,2.5,79.1
WRK-الق-003,2026-01-14,True,4,0.8,77.1
WRK-الق-004,2026-01-14,True,4,0.0,71.6
WRK-الج-001,2026-01-14,True,7,0.6,82.1
WRK-الج-002,2026-01-14,True,8,0.0,90.1
WRK-الج-003,2026-01-14,True,7,0.9,75.6
WRK-الج-004,2026-01-14,True,6,0.0,74.2
WRK-الج-005,2026-01-14,True,12,1.0,74.6
WRK-الج-006,2026-01-14,False,0,0.0,
WRK-الج-007,2026-01-14,True,4,0.0,75.8
WRK-الج-008,2026-01-14,True,11,2.4,77.5
WRK-الج-009,2026-01-14,True,5,1.2,74.2
WRK-الج-010,2026-01-14,True,5,1.4,72.0
WRK-الج-011,2026-01-14,True,13,0.6,73.2
WRK-الغ-001,2026-01-14,True,10,0.1,89.4
WRK-الغ-002,2026-01-14,True,12,0.8,97.5
WRK-الغ-003,2026-01-14,True,6,0.2,70.0
WRK-الغ-004,2026-01-14,True,12,1.1,71.6
WRK-الق-001,2026-01-14,True,13,0.0,91.3
WRK-الق-002,2026-01-14,True,7,1.3,87.4
WRK-الق-003,2026-01-14,True,11,0.3,80.9
WRK-الق-004,2026-01-14,True,7,0.0,83.7
WRK-الق-005,2026-01-14,True,9,0.0,64.2
WRK-الق-006,2026-01-14,True,7,0.6,68.5
WRK-الق-007,2026-01-14,True,4,0.0,86.4
WRK-الق-008,2026-01-14,True,4,0.7,61.1
WRK-الق-009,2026-01-14,True,7,0.2,66.1
WRK-الق-010,2026-01-14,True,12,0.6,76.0
WRK-الق-011,2026-01-14,True,13,0.3,92.4
WRK-الق-012,2026-01-14,True,5,0.0,75.3
WRK-الق-013,2026-01-14,True,6,0.3,65.1
WRK-الق-014,2026-01-14,True,11,1.8,88.7
WRK-الق-015,2026-01-14,True,13,0.0,73.4
WRK-الق-016,2026-01-14,True,6,0.0,62.1
WRK-الق-017,2026-01-14,False,0,0.0,
WRK-الق-018,2026-01-14,True,5,0.3,90.1
WRK-الق-019,2026-01-14,True,7,0.0,75.0
WRK-الق-020,2026-01-14,False,0,0.0,
WRK-الق-021,2026-01-14,True,9,0.3,79.1
WRK-الق-022,2026-01-14,True,11,2.4,76.3
WRK-الأ-001,2026-01-14,True,10,0.0,57.7
WRK-الأ-002,2026-01-14,True,13,0.0,91.2
WRK-الأ-003,2026-01-14,True,13,1.0,68.9
WRK-الأ-004,2026-01-14,True,13,2.9,93.5
WRK-الأ-005,2026-01-14,True,12,0.0,69.0
WRK-الأ-006,2026-01-14,True,8,1.5,71.1
WRK-الو-001,2026-01-15,True,13,0.5,81.7
WRK-الو-002,2026-01-15,False,0,0.0,
WRK-مطر-001,2026-01-15,True,9,1.2,89.2
WRK-مطر-002,2026-01-15,True,6,0.9,78.1
WRK-شما-001,2026-01-15,True,13,1.3,86.2
WRK-شما-002,2026-01-15,True,7,0.0,79.3
WRK-جنو-001,2026-01-15,True,8,0.9,83.7
WRK-جنو-002,2026-01-15,True,6,1.0,76.9
WRK-الأ-001,2026-01-15,True,5,0.0,91.6
WRK-الأ-002,2026-01-15,True,9,1.3,83.3
WRK-الف-001,2026-01-15,True,7,0.0,66.4
WRK-الف-002,2026-01-15,True,10,0.0,68.9
WRK-الف-003,2026-01-15,True,8,1.4,69.9
WRK-الف-004,2026-01-15,True,13,0.0,77.6
WRK-الب-001,2026-01-15,True,8,0.8,82.6
WRK-الب-002,2026-01-15,True,5,1.1,91.9
WRK-كفر-001,2026-01-15,True,6,0.4,86.9
WRK-كفر-002,2026-01-15,True,7,0.0,86.0
WRK-كفر-003,2026-01-15,True,6,0.0,73.7
WRK-كفر-004,2026-01-15,True,7,0.5,83.0
WRK-بني-001,2026-01-15,True,12,0.0,88.6
WRK-بني-002,2026-01-15,True,9,1.7,100.0
WRK-بور-001,2026-01-15,True,12,0.4,82.7
WRK-بور-002,2026-01-15,True,4,0.2,80.1
WRK-دمي-001,2026-01-15,True,10,1.7,77.0
WRK-دمي-002,2026-01-15,True,11,0.0,77.4
WRK-الإ-001,2026-01-15,True,12,0.0,84.6
WRK-الإ-002,2026-01-15,False,0,0.0,
WRK-الم-001,2026-01-15,True,6,0.0,83.3
WRK-الم-002,2026-01-15,True,9,0.0,84.8
WRK-الم-003,2026-01-15,True,5,0.7,69.9
WRK-الم-004,2026-01-15,True,11,0.0,69.5
WRK-سوه-001,2026-01-15,True,4,0.3,87.7
WRK-سوه-002,2026-01-15,True,4,0.0,81.8
WRK-سوه-003,2026-01-15,True,13,1.4,88.3
WRK-سوه-004,2026-01-15,True,13,1.6,89.9
WRK-الم-001,2026-01-15,True,6,0.6,84.0
WRK-الم-002,2026-01-15,False,0,0.0,
WRK-الم-003,2026-01-15,False,0,0.0,
WRK-الم-004,2026-01-15,True,8,1.4,76.8
WRK-الس-001,2026-01-15,True,6,1.2,75.5
WRK-الس-002,2026-01-15,True,7,0.7,78.2
WRK-قنا-001,2026-01-15,True,7,1.4,90.0
WRK-قنا-002,2026-01-15,True,8,1.3,88.6
WRK-الش-001,2026-01-15,True,10,0.0,76.6
WRK-الش-002,2026-01-15,True,8,0.6,86.8
WRK-الش-003,2026-01-15,True,12,0.0,67.3
WRK-الش-004,2026-01-15,True,4,0.0,75.1
WRK-الش-005,2026-01-15,True,6,0.1,100.0
WRK-الش-006,2026-01-15,True,10,0.0,73.3
WRK-أسي-001,2026-01-15,True,7,0.2,72.6
WRK-أسي-002,2026-01-15,True,5,0.0,82.8
WRK-أسي-003,2026-01-15,True,11,0.0,78.7
WRK-أسي-004,2026-01-15,True,7,0.0,73.0
WRK-أسو-001,2026-01-15,True,9,0.0,78.4
WRK-أسو-002,2026-01-15,True,13,0.0,68.7
WRK-الب-001,2026-01-15,True,9,0.7,76.1
WRK-الب-002,2026-01-15,True,12,1.5,82.2
WRK-الب-003,2026-01-15,True,4,1.5,73.7
WRK-الب-004,2026-01-15,True,5,1.1,76.4
WRK-الب-005,2026-01-15,True,10,2.0,80.8
WRK-الب-006,2026-01-15,True,5,0.9,72.8
WRK-الد-001,2026-01-15,True,13,0.0,79.2
WRK-الد-002,2026-01-15,True,10,0.0,91.8
WRK-الد-003,2026-01-15,True,9,0.0,78.8
WRK-الد-004,2026-01-15,True,4,0.7,69.2
WRK-الق-001,2026-01-15,True,9,0.2,69.8
WRK-الق-002,2026-01-15,True,6,0.0,77.8
WRK-الق-003,2026-01-15,True,13,0.6,54.6
WRK-الق-004,2026-01-15,True,5,1.5,81.9
WRK-الج-001,2026-01-15,True,9,1.1,78.2
WRK-الج-002,2026-01-15,False,0,0.0,
WRK-الج-003,2026-01-15,True,11,0.0,76.1
WRK-الج-004,2026-01-15,True,7,0.0,91.1
WRK-الج-005,2026-01-15,True,11,0.8,76.5
WRK-الج-006,2026-01-15,True,4,0.7,73.7
WRK-الج-007,2026-01-15,True,4,2.2,71.9
WRK-الج-008,2026-01-15,True,4,0.5,79.8
WRK-الج-009,2026-01-15,True,8,0.0,73.3
WRK-الج-010,2026-01-15,True,9,0.0,86.6
WRK-الج-011,2026-01-15,False,0,0.0,
WRK-الغ-001,2026-01-15,True,8,0.3,85.2
WRK-الغ-002,2026-01-15,True,7,3.3,85.7
WRK-الغ-003,2026-01-15,False,0,0.0,
WRK-الغ-004,2026-01-15,True,10,0.7,57.4
WRK-الق-001,2026-01-15,True,7,0.0,81.0
WRK-الق-002,2026-01-15,True,8,0.0,71.3
WRK-الق-003,2026-01-15,True,5,2.1,91.1
WRK-الق-004,2026-01-15,True,11,0.0,84.5
WRK-الق-005,2026-01-15,True,4,1.2,64.2
WRK-الق-006,2026-01-15,True,6,1.7,61.3
WRK-الق-007,2026-01-15,True,4,2.5,82.1
WRK-الق-008,2026-01-15,True,6,3.2,63.8
WRK-الق-009,2026-01-15,True,4,0.7,67.9
WRK-الق-010,2026-01-15,True,4,2.0,54.1
WRK-الق-011,2026-01-15,True,12,2.1,74.9
WRK-الق-012,2026-01-15,True,7,0.0,55.4
WRK-الق-013,2026-01-15,True,4,0.0,81.1
WRK-الق-014,2026-01-15,True,6,0.0,75.0
WRK-الق-015,2026-01-15,True,7,0.1,72.4
WRK-الق-016,2026-01-15,True,10,1.6,67.1
WRK-الق-017,2026-01-15,True,10,0.0,82.1
WRK-الق-018,2026-01-15,True,9,0.0,58.1
WRK-الق-019,2026-01-15,True,12,0.2,89.5
WRK-الق-020,2026-01-15,True,5,0.0,79.7
WRK-الق-021,2026-01-15,True,8,0.0,72.2
WRK-الق-022,2026-01-15,True,12,0.5,57.5
WRK-الأ-001,2026-01-15,True,7,0.7,84.7
WRK-الأ-002,2026-01-15,True,8,1.3,72.2
WRK-الأ-003,2026-01-15,False,0,0.0,
WRK-الأ-004,2026-01-15,True,6,1.6,84.2
WRK-الأ-005,2026-01-15,True,6,2.6,66.0
WRK-الأ-006,2026-01-15,True,7,0.3,90.1
WRK-الو-001,2026-01-16,True,10,0.0,89.7
WRK-الو-002,2026-01-16,True,8,0.8,82.5
WRK-مطر-001,2026-01-16,True,6,0.8,74.8
WRK-مطر-002,2026-01-16,True,12,1.5,81.5
WRK-شما-001,2026-01-16,True,12,0.0,79.8
WRK-شما-002,2026-01-16,True,7,0.6,70.2
WRK-جنو-001,2026-01-16,True,7,0.1,76.3
WRK-جنو-002,2026-01-16,True,10,2.3,81.8
WRK-الأ-001,2026-01-16,False,0,0.0,
WRK-الأ-002,2026-01-16,True,6,1.9,78.7
WRK-الف-001,2026-01-16,False,0,0.0,
WRK-الف-002,2026-01-16,True,9,0.8,89.3
WRK-الف-003,2026-01-16,True,12,1.0,86.4
WRK-الف-004,2026-01-16,True,12,0.0,70.9
WRK-الب-001,2026-01-16,True,9,1.0,96.4
WRK-الب-002,2026-01-16,True,10,0.0,69.2
WRK-كفر-001,2026-01-16,True,9,0.0,87.8
WRK-كفر-002,2026-01-16,True,7,3.1,92.3
WRK-كفر-003,2026-01-16,True,6,1.8,73.8
WRK-كفر-004,2026-01-16,True,5,0.0,93.6
WRK-بني-001,2026-01-16,True,6,1.6,100.0
WRK-بني-002,2026-01-16,True,9,1.0,76.2
WRK-بور-001,2026-01-16,True,4,1.9,96.4
WRK-بور-002,2026-01-16,True,12,0.0,74.6
WRK-دمي-001,2026-01-16,True,4,0.0,82.9
WRK-دمي-002,2026-01-16,False,0,0.0,
WRK-الإ-001,2026-01-16,True,5,0.8,82.3
WRK-الإ-002,2026-01-16,True,10,0.7,96.6
WRK-الم-001,2026-01-16,True,4,0.0,69.0
WRK-الم-002,2026-01-16,True,6,0.8,88.5
WRK-الم-003,2026-01-16,True,10,0.0,96.8
WRK-الم-004,2026-01-16,True,7,0.0,74.2
WRK-سوه-001,2026-01-16,True,12,0.0,64.8
WRK-سوه-002,2026-01-16,True,13,1.1,83.4
WRK-سوه-003,2026-01-16,True,8,0.0,77.6
WRK-سوه-004,2026-01-16,True,7,0.0,74.5
WRK-الم-001,2026-01-16,True,8,2.4,73.2
WRK-الم-002,2026-01-16,True,4,1.6,81.4
WRK-الم-003,2026-01-16,True,9,0.0,84.5
WRK-الم-004,2026-01-16,True,5,3.0,69.1
WRK-الس-001,2026-01-16,False,0,0.0,
WRK-الس-002,2026-01-16,True,4,1.1,78.5
WRK-قنا-001,2026-01-16,True,5,0.9,82.5
WRK-قنا-002,2026-01-16,True,5,0.2,91.4
WRK-الش-001,2026-01-16,True,7,0.0,80.0
WRK-الش-002,2026-01-16,False,0,0.0,
WRK-الش-003,2026-01-16,True,5,0.2,89.4
WRK-الش-004,2026-01-16,True,13,1.2,83.1
WRK-الش-005,2026-01-16,True,5,2.3,89.5
WRK-الش-006,2026-01-16,True,13,1.0,80.1
WRK-أسي-001,2026-01-16,True,6,0.1,65.0
WRK-أسي-002,2026-01-16,True,13,0.0,75.5
WRK-أسي-003,2026-01-16,True,6,1.4,80.1
WRK-أسي-004,2026-01-16,True,5,1.2,92.4
WRK-أسو-001,2026-01-16,True,6,1.5,84.9
WRK-أسو-002,2026-01-16,True,12,1.2,82.4
WRK-الب-001,2026-01-16,True,12,0.0,83.2
WRK-الب-002,2026-01-16,True,6,0.0,79.9
WRK-الب-003,2026-01-16,True,13,1.6,69.1
WRK-الب-004,2026-01-16,True,4,0.0,78.1
WRK-الب-005,2026-01-16,True,8,0.9,70.5
WRK-الب-006,2026-01-16,True,10,0.5,87.1
WRK-الد-001,2026-01-16,True,8,1.3,72.3
WRK-الد-002,2026-01-16,True,12,1.4,65.8
WRK-الد-003,2026-01-16,True,9,0.3,78.3
WRK-الد-004,2026-01-16,False,0,0.0,
WRK-الق-001,2026-01-16,True,4,0.7,85.8
WRK-الق-002,2026-01-16,True,12,0.3,90.7
WRK-الق-003,2026-01-16,True,13,0.7,78.4
WRK-الق-004,2026-01-16,True,11,0.1,88.9
WRK-الج-001,2026-01-16,True,12,0.7,76.9
WRK-الج-002,2026-01-16,True,9,0.7,76.5
WRK-الج-003,2026-01-16,True,6,1.2,74.8
WRK-الج-004,2026-01-16,True,5,0.9,60.3
WRK-الج-005,2026-01-16,True,10,0.5,81.8
WRK-الج-006,2026-01-16,True,13,0.5,61.7
WRK-الج-007,2026-01-16,False,0,0.0,
WRK-الج-008,2026-01-16,True,12,0.0,82.7
WRK-الج-009,2026-01-16,True,6,0.2,100.0
WRK-الج-010,2026-01-16,True,9,0.8,74.3
WRK-الج-011,2026-01-16,True,12,2.3,81.0
WRK-الغ-001,2026-01-16,True,10,0.0,85.8
WRK-الغ-002,2026-01-16,True,5,0.0,82.0
WRK-الغ-003,2026-01-16,True,5,2.4,78.9
WRK-الغ-004,2026-01-16,True,10,0.0,94.0
WRK-الق-001,2026-01-16,True,7,0.5,73.6
WRK-الق-002,2026-01-16,True,5,2.8,80.8
WRK-الق-003,2026-01-16,True,13,2.7,72.4
WRK-الق-004,2026-01-16,True,9,0.6,66.9
WRK-الق-005,2026-01-16,True,12,0.1,76.8
WRK-الق-006,2026-01-16,True,6,0.0,90.3
WRK-الق-007,2026-01-16,True,7,0.9,73.7
WRK-الق-008,2026-01-16,False,0,0.0,
WRK-الق-009,2026-01-16,True,13,1.2,74.2
WRK-الق-010,2026-01-16,True,8,0.3,76.5
WRK-الق-011,2026-01-16,True,7,0.0,92.7
WRK-الق-012,2026-01-16,True,5,2.0,81.7
WRK-الق-013,2026-01-16,True,11,0.7,74.6
WRK-الق-014,2026-01-16,True,11,2.5,63.5
WRK-الق-015,2026-01-16,True,13,1.2,62.5
WRK-الق-016,2026-01-16,True,4,0.0,89.2
WRK-الق-017,2026-01-16,True,5,0.3,80.9
WRK-الق-018,2026-01-16,True,10,0.6,79.0
WRK-الق-019,2026-01-16,True,7,2.3,70.8
WRK-الق-020,2026-01-16,True,6,0.0,83.2
WRK-الق-021,2026-01-16,True,11,1.2,75.6
WRK-الق-022,2026-01-16,True,11,0.2,71.8
WRK-الأ-001,2026-01-16,True,11,0.0,86.5
WRK-الأ-002,2026-01-16,True,4,1.2,95.6
WRK-الأ-003,2026-01-16,True,11,0.0,76.6
WRK-الأ-004,2026-01-16,True,6,2.0,82.1
WRK-الأ-005,2026-01-16,True,12,0.6,75.7
WRK-الأ-006,2026-01-16,True,6,1.4,72.3
WRK-الو-001,2026-01-17,True,13,0.0,67.1
WRK-الو-002,2026-01-17,True,5,0.0,86.7
WRK-مطر-001,2026-01-17,True,6,0.0,72.2
WRK-مطر-002,2026-01-17,True,6,1.0,82.1
WRK-شما-001,2026-01-17,True,7,2.0,80.3
WRK-شما-002,2026-01-17,True,10,1.4,88.1
WRK-جنو-001,2026-01-17,True,6,3.1,88.5
WRK-جنو-002,2026-01-17,True,4,0.0,92.8
WRK-الأ-001,2026-01-17,True,12,0.6,89.9
WRK-الأ-002,2026-01-17,True,6,0.0,88.3
WRK-الف-001,2026-01-17,True,7,0.3,88.1
WRK-الف-002,2026-01-17,True,11,0.7,62.5
WRK-الف-003,2026-01-17,True,5,0.7,74.5
WRK-الف-004,2026-01-17,True,4,0.0,80.3
WRK-الب-001,2026-01-17,True,9,2.5,76.2
WRK-الب-002,2026-01-17,True,13,0.4,71.0
WRK-كفر-001,2026-01-17,True,13,0.0,93.8
WRK-كفر-002,2026-01-17,True,9,0.7,79.4
WRK-كفر-003,2026-01-17,True,13,0.5,86.7
WRK-كفر-004,2026-01-17,False,0,0.0,
WRK-بني-001,2026-01-17,True,5,0.2,76.9
WRK-بني-002,2026-01-17,True,9,0.6,74.9
WRK-بور-001,2026-01-17,True,8,2.8,82.7
WRK-بور-002,2026-01-17,True,4,0.0,76.4
WRK-دمي-001,2026-01-17,True,12,0.0,81.5
WRK-دمي-002,2026-01-17,True,7,0.7,84.1
WRK-الإ-001,2026-01-17,False,0,0.0,
WRK-الإ-002,2026-01-17,True,7,0.0,67.2
WRK-الم-001,2026-01-17,True,7,0.5,75.7
WRK-الم-002,2026-01-17,True,4,0.5,75.9
WRK-الم-003,2026-01-17,True,13,1.1,69.1
WRK-الم-004,2026-01-17,True,6,0.7,82.9
WRK-سوه-001,2026-01-17,True,4,0.1,70.1
WRK-سوه-002,2026-01-17,True,9,0.1,92.2
WRK-سوه-003,2026-01-17,True,8,1.1,88.6
WRK-سوه-004,2026-01-17,True,7,0.0,60.4
WRK-الم-001,2026-01-17,True,13,0.2,96.4
WRK-الم-002,2026-01-17,True,6,0.5,59.6
WRK-الم-003,2026-01-17,False,0,0.0,
WRK-الم-004,2026-01-17,True,7,1.9,75.4
WRK-الس-001,2026-01-17,False,0,0.0,
WRK-الس-002,2026-01-17,True,5,1.0,78.0
WRK-قنا-001,2026-01-17,True,6,1.4,76.8
WRK-قنا-002,2026-01-17,False,0,0.0,
WRK-الش-001,2026-01-17,True,13,0.3,96.0
WRK-الش-002,2026-01-17,True,13,0.0,76.6
WRK-الش-003,2026-01-17,True,4,0.9,81.0
WRK-الش-004,2026-01-17,True,13,1.5,76.3
WRK-الش-005,2026-01-17,True,4,0.5,68.2
WRK-الش-006,2026-01-17,True,6,0.0,73.7
WRK-أسي-001,2026-01-17,True,7,3.1,92.2
WRK-أسي-002,2026-01-17,True,10,1.7,59.6
WRK-أسي-003,2026-01-17,True,8,2.1,77.8
WRK-أسي-004,2026-01-17,True,4,1.0,77.4
WRK-أسو-001,2026-01-17,True,6,0.0,67.1
WRK-أسو-002,2026-01-17,True,13,0.1,64.8
WRK-الب-001,2026-01-17,True,8,0.0,92.1
WRK-الب-002,2026-01-17,True,13,1.5,72.1
WRK-الب-003,2026-01-17,True,12,0.3,89.8
WRK-الب-004,2026-01-17,True,8,1.2,79.5
WRK-الب-005,2026-01-17,True,8,0.0,88.6
WRK-الب-006,2026-01-17,True,6,1.2,90.0
WRK-الد-001,2026-01-17,True,11,0.0,62.9
WRK-الد-002,2026-01-17,True,5,0.0,66.0
WRK-الد-003,2026-01-17,True,4,0.8,68.2
WRK-الد-004,2026-01-17,True,13,0.0,84.8
WRK-الق-001,2026-01-17,True,12,0.5,97.3
WRK-الق-002,2026-01-17,True,7,0.0,81.8
WRK-الق-003,2026-01-17,True,5,1.3,79.3
WRK-الق-004,2026-01-17,True,11,1.1,77.9
WRK-الج-001,2026-01-17,True,10,0.0,82.3
WRK-الج-002,2026-01-17,True,8,0.3,65.6
WRK-الج-003,2026-01-17,True,5,1.1,87.5
WRK-الج-004,2026-01-17,True,12,0.4,73.8
WRK-الج-005,2026-01-17,True,10,1.8,85.5
WRK-الج-006,2026-01-17,True,4,0.0,83.8
WRK-الج-007,2026-01-17,True,5,0.1,78.2
WRK-الج-008,2026-01-17,True,9,0.5,100.0
WRK-الج-009,2026-01-17,True,5,0.6,73.3
WRK-الج-010,2026-01-17,True,5,0.7,81.6
WRK-الج-011,2026-01-17,True,12,1.0,82.2
WRK-الغ-001,2026-01-17,True,10,0.0,83.2
WRK-الغ-002,2026-01-17,True,9,1.8,85.3
WRK-الغ-003,2026-01-17,True,13,0.0,79.6
WRK-الغ-004,2026-01-17,True,11,0.0,81.2
WRK-الق-001,2026-01-17,True,5,0.0,80.5
WRK-الق-002,2026-01-17,True,9,0.3,94.4
WRK-الق-003,2026-01-17,True,11,0.1,86.4
WRK-الق-004,2026-01-17,True,12,0.0,100.0
WRK-الق-005,2026-01-17,True,10,0.1,96.1
WRK-الق-006,2026-01-17,True,12,1.4,86.6
WRK-الق-007,2026-01-17,True,12,0.0,81.5
WRK-الق-008,2026-01-17,True,12,1.5,85.4
WRK-الق-009,2026-01-17,True,4,1.6,78.1
WRK-الق-010,2026-01-17,True,12,0.0,80.2
WRK-الق-011,2026-01-17,True,13,1.6,69.7
WRK-الق-012,2026-01-17,True,11,2.0,80.0
WRK-الق-013,2026-01-17,True,11,1.0,79.8
WRK-الق-014,2026-01-17,True,8,1.8,100.0
WRK-الق-015,2026-01-17,True,10,0.1,74.3
WRK-الق-016,2026-01-17,True,11,1.0,83.8
WRK-الق-017,2026-01-17,True,12,2.3,77.4
WRK-الق-018,2026-01-17,True,6,0.0,81.7
WRK-الق-019,2026-01-17,True,6,0.0,88.0
WRK-الق-020,2026-01-17,True,11,0.0,74.1
WRK-الق-021,2026-01-17,True,6,0.0,83.7
WRK-الق-022,2026-01-17,True,13,0.3,99.3
WRK-الأ-001,2026-01-17,True,4,0.5,81.6
WRK-الأ-002,2026-01-17,False,0,0.0,
WRK-الأ-003,2026-01-17,True,4,0.0,91.6
WRK-الأ-004,2026-01-17,True,11,1.1,88.8
WRK-الأ-005,2026-01-17,True,9,0.5,87.6
WRK-الأ-006,2026-01-17,True,6,0.4,80.0
WRK-الو-001,2026-01-18,True,12,0.9,76.0
WRK-الو-002,2026-01-18,True,10,1.7,67.7
WRK-مطر-001,2026-01-18,True,5,1.4,73.9
WRK-مطر-002,2026-01-18,True,7,1.2,74.7
WRK-شما-001,2026-01-18,True,6,0.0,78.3
WRK-شما-002,2026-01-18,True,12,0.5,81.4
WRK-جنو-001,2026-01-18,True,7,0.0,58.2
WRK-جنو-002,2026-01-18,True,10,0.0,80.0
WRK-الأ-001,2026-01-18,True,11,0.0,73.4
WRK-الأ-002,2026-01-18,True,6,1.0,80.8
WRK-الف-001,2026-01-18,True,12,0.1,71.1
WRK-الف-002,2026-01-18,True,10,0.0,99.3
WRK-الف-003,2026-01-18,True,6,2.6,74.7
WRK-الف-004,2026-01-18,True,11,0.0,70.1
WRK-الب-001,2026-01-18,True,6,1.1,94.8
WRK-الب-002,2026-01-18,True,9,1.6,85.8
WRK-كفر-001,2026-01-18,True,7,0.0,82.5
WRK-كفر-002,2026-01-18,True,8,1.6,81.9
WRK-كفر-003,2026-01-18,True,9,1.3,87.3
WRK-كفر-004,2026-01-18,True,4,0.9,75.7
WRK-بني-001,2026-01-18,True,8,1.1,68.4
WRK-بني-002,2026-01-18,True,8,0.0,73.4
WRK-بور-001,2026-01-18,True,6,0.4,84.9
WRK-بور-002,2026-01-18,True,11,2.1,82.6
WRK-دمي-001,2026-01-18,True,8,0.0,67.2
WRK-دمي-002,2026-01-18,True,5,1.0,91.4
WRK-الإ-001,2026-01-18,True,11,0.4,79.3
WRK-الإ-002,2026-01-18,True,5,1.0,83.4
WRK-الم-001,2026-01-18,True,9,0.7,74.4
WRK-الم-002,2026-01-18,True,4,0.9,90.9
WRK-الم-003,2026-01-18,True,8,0.3,83.9
WRK-الم-004,2026-01-18,True,8,0.1,88.8
WRK-سوه-001,2026-01-18,True,7,0.8,81.9
WRK-سوه-002,2026-01-18,True,7,0.0,74.3
WRK-سوه-003,2026-01-18,True,12,0.7,84.3
WRK-سوه-004,2026-01-18,True,11,0.6,81.4
WRK-الم-001,2026-01-18,True,6,0.3,63.5
WRK-الم-002,2026-01-18,True,5,0.0,71.4
WRK-الم-003,2026-01-18,False,0,0.0,
WRK-الم-004,2026-01-18,True,9,0.0,74.1
WRK-الس-001,2026-01-18,True,5,0.7,94.4
WRK-الس-002,2026-01-18,True,11,0.4,80.8
WRK-قنا-001,2026-01-18,True,10,0.2,79.4
WRK-قنا-002,2026-01-18,True,5,0.0,73.4
WRK-الش-001,2026-01-18,True,9,0.0,80.8
WRK-الش-002,2026-01-18,True,10,2.2,71.2
WRK-الش-003,2026-01-18,True,8,0.8,89.4
WRK-الش-004,2026-01-18,True,12,0.6,87.0
