truck_id,date,region,status,distance_km,fuel_consumed_l,load_kg,avg_speed_kmh,stops_completed,trip_duration_min
TRK-DEL-03,2026-01-17,Delta,Completed,46.9,18.7,4047,22.7,16,124.0
TRK-DEL-04,2026-01-17,Delta,Completed,37.9,15.1,2340,40.4,12,56.3
TRK-CAN-01,2026-01-17,Canal & Sinai,Completed,66.2,23.6,4720,41.7,11,95.3
TRK-CAN-02,2026-01-17,Canal & Sinai,Completed,52.5,18.9,8335,20.8,17,151.4
TRK-UPP-01,2026-01-17,Upper Egypt,Completed,93.1,33.9,5001,30.5,18,183.1
TRK-UPP-02,2026-01-17,Upper Egypt,Completed,96.2,36.8,4230,28.0,13,206.1
TRK-UPP-03,2026-01-17,Upper Egypt,Completed,72.4,25.0,7562,33.7,24,128.9
TRK-COA-01,2026-01-17,Coastal & Red Sea,Completed,90.4,36.9,2807,20.2,12,268.5
TRK-COA-02,2026-01-17,Coastal & Red Sea,Completed,86.3,31.4,6274,36.4,16,142.3
TRK-COA-03,2026-01-17,Coastal & Red Sea,Completed,81.4,28.0,1914,19.9,8,245.4
TRK-GRE-01,2026-01-18,Greater Cairo,Completed,58.4,24.1,4473,43.1,11,81.3
TRK-GRE-02,2026-01-18,Greater Cairo,Completed,69.8,24.5,2522,29.5,11,142.0
TRK-GRE-03,2026-01-18,Greater Cairo,Completed,37.1,15.4,9056,41.5,23,53.6
TRK-GRE-04,2026-01-18,Greater Cairo,Completed,70.1,28.7,5252,20.3,23,207.2
TRK-GRE-05,2026-01-18,Greater Cairo,Completed,53.3,18.2,3628,28.9,8,110.7
TRK-DEL-01,2026-01-18,Delta,Completed,82.0,27.7,5077,19.5,15,252.3
TRK-DEL-02,2026-01-18,Delta,Completed,52.6,21.6,1245,30.2,18,104.5
TRK-DEL-03,2026-01-18,Delta,Completed,87.6,31.1,4314,39.9,21,131.7
TRK-DEL-04,2026-01-18,Delta,Completed,53.0,17.5,1936,26.2,21,121.4
TRK-CAN-01,2026-01-18,Canal & Sinai,Completed,30.1,10.0,4019,22.9,24,78.9
TRK-CAN-02,2026-01-18,Canal & Sinai,Completed,36.2,14.9,6145,42.1,13,51.6
TRK-UPP-01,2026-01-18,Upper Egypt,Completed,92.2,32.7,4953,30.9,18,179.0
TRK-UPP-02,2026-01-18,Upper Egypt,Completed,62.0,23.5,6476,34.7,9,107.2
TRK-UPP-03,2026-01-18,Upper Egypt,Completed,47.9,18.8,6687,32.2,9,89.3
TRK-COA-01,2026-01-18,Coastal & Red Sea,Completed,87.8,34.7,2391,17.9,9,294.3
TRK-COA-02,2026-01-18,Coastal & Red Sea,Completed,56.2,22.6,9539,16.3,20,206.9
TRK-COA-03,2026-01-18,Coastal & Red Sea,Completed,87.4,36.0,2259,38.1,12,137.6
TRK-GRE-01,2026-01-19,Greater Cairo,Completed,116.6,40.4,2620,16.8,13,416.4
TRK-GRE-02,2026-01-19,Greater Cairo,Completed,56.9,20.4,2841,32.0,21,106.7
TRK-GRE-03,2026-01-19,Greater Cairo,Completed,121.5,41.4,6875,25.4,8,287.0
TRK-GRE-04,2026-01-19,Greater Cairo,Completed,53.1,20.5,6336,23.6,23,135.0
TRK-GRE-05,2026-01-19,Greater Cairo,Completed,96.1,32.2,2524,14.5,11,397.7
TRK-DEL-01,2026-01-19,Delta,Completed,67.2,27.5,10797,38.5,8,104.7
TRK-DEL-02,2026-01-19,Delta,Completed,79.9,27.3,1695,22.3,24,215.0
TRK-DEL-03,2026-01-19,Delta,Completed,31.5,10.7,4001,18.2,11,103.8
TRK-DEL-04,2026-01-19,Delta,Completed,26.1,10.8,1650,20.2,14,77.5
TRK-CAN-01,2026-01-19,Canal & Sinai,Completed,44.6,17.9,2496,36.9,16,72.5
TRK-CAN-02,2026-01-19,Canal & Sinai,Completed,56.3,22.7,8163,21.8,9,155.0
TRK-UPP-01,2026-01-19,Upper Egypt,Completed,78.7,32.8,7247,37.0,11,127.6
TRK-UPP-02,2026-01-19,Upper Egypt,Completed,87.9,30.8,7154,37.6,9,140.3
TRK-UPP-03,2026-01-19,Upper Egypt,Completed,46.3,14.9,5676,43.0,18,64.6
TRK-COA-01,2026-01-19,Coastal & Red Sea,Completed,79.0,31.7,1934,17.3,20,274.0
TRK-COA-02,2026-01-19,Coastal & Red Sea,Fuel Anomaly,67.9,41.9,9444,29.6,12,137.6
TRK-COA-03,2026-01-19,Coastal & Red Sea,Completed,85.9,34.8,1909,37.8,22,136.3
TRK-GRE-01,2026-01-20,Greater Cairo,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-GRE-02,2026-01-20,Greater Cairo,Completed,34.0,13.4,1454,31.6,18,64.6
TRK-GRE-03,2026-01-20,Greater Cairo,Completed,62.6,21.7,10894,22.4,21,167.7
TRK-GRE-04,2026-01-20,Greater Cairo,Completed,63.7,26.1,9569,24.8,12,154.1
TRK-GRE-05,2026-01-20,Greater Cairo,Completed,53.9,17.5,3607,16.1,17,200.9
TRK-DEL-01,2026-01-20,Delta,Completed,62.8,21.3,9866,22.8,14,165.3
TRK-DEL-02,2026-01-20,Delta,Completed,58.7,21.9,1783,30.8,23,114.4
TRK-DEL-03,2026-01-20,Delta,Completed,86.3,30.5,3645,32.0,16,161.8
TRK-DEL-04,2026-01-20,Delta,Completed,89.7,34.6,1344,26.0,21,207.0
TRK-CAN-01,2026-01-20,Canal & Sinai,Completed,33.3,11.2,2597,20.1,15,99.4
TRK-CAN-02,2026-01-20,Canal & Sinai,Completed,48.4,19.1,6183,16.5,9,176.0
TRK-UPP-01,2026-01-20,Upper Egypt,Completed,28.3,9.5,5428,44.0,22,38.6
TRK-UPP-02,2026-01-20,Upper Egypt,Completed,36.7,14.3,5487,32.3,20,68.2
TRK-UPP-03,2026-01-20,Upper Egypt,Completed,36.7,12.0,4434,39.3,23,56.0
TRK-COA-01,2026-01-20,Coastal & Red Sea,Completed,71.1,26.8,2535,36.5,22,116.9
TRK-COA-02,2026-01-20,Coastal & Red Sea,Completed,98.6,34.4,8340,26.0,8,227.5
TRK-COA-03,2026-01-20,Coastal & Red Sea,Completed,89.9,35.2,1755,35.9,9,150.3
TRK-GRE-01,2026-01-21,Greater Cairo,Completed,32.9,13.7,4495,18.1,17,109.1
TRK-GRE-02,2026-01-21,Greater Cairo,Completed,34.1,12.7,2500,34.5,10,59.3
TRK-GRE-03,2026-01-21,Greater Cairo,Completed,30.7,9.9,6855,17.5,12,105.3
TRK-GRE-04,2026-01-21,Greater Cairo,Completed,87.3,32.0,5169,25.1,23,208.7
TRK-GRE-05,2026-01-21,Greater Cairo,Completed,68.4,22.6,3943,25.2,24,162.9
TRK-DEL-01,2026-01-21,Delta,Completed,54.9,23.0,8191,31.2,14,105.6
TRK-DEL-02,2026-01-21,Delta,Completed,57.8,20.8,1377,24.3,17,142.7
TRK-DEL-03,2026-01-21,Delta,Completed,93.1,39.0,4411,20.6,20,271.2
TRK-DEL-04,2026-01-21,Delta,Completed,67.3,22.1,2399,37.0,11,109.1
TRK-CAN-01,2026-01-21,Canal & Sinai,Completed,83.7,27.9,3448,43.5,23,115.4
TRK-CAN-02,2026-01-21,Canal & Sinai,Completed,68.0,27.1,6633,30.7,24,132.9
TRK-UPP-01,2026-01-21,Upper Egypt,Completed,90.2,33.2,5206,35.9,15,150.8
TRK-UPP-02,2026-01-21,Upper Egypt,Completed,80.7,26.5,6046,20.9,12,231.7
TRK-UPP-03,2026-01-21,Upper Egypt,Completed,90.0,30.3,4005,35.7,11,151.3
TRK-COA-01,2026-01-21,Coastal & Red Sea,Completed,64.6,20.7,1734,20.6,10,188.2
TRK-COA-02,2026-01-21,Coastal & Red Sea,Completed,81.1,26.5,6595,17.2,12,282.9
TRK-COA-03,2026-01-21,Coastal & Red Sea,Completed,97.6,34.6,2203,24.9,8,235.2
TRK-GRE-01,2026-01-22,Greater Cairo,Completed,55.4,20.5,3767,18.9,14,175.9
TRK-GRE-02,2026-01-22,Greater Cairo,Completed,57.1,19.0,1836,18.9,11,181.3
TRK-GRE-03,2026-01-22,Greater Cairo,Completed,85.2,35.2,8474,25.0,16,204.5
TRK-GRE-04,2026-01-22,Greater Cairo,Completed,66.6,24.4,5779,24.5,16,163.1
TRK-GRE-05,2026-01-22,Greater Cairo,Completed,43.3,17.5,2164,26.9,9,96.6
TRK-DEL-01,2026-01-22,Delta,Completed,84.4,29.9,6790,23.7,23,213.7
TRK-DEL-02,2026-01-22,Delta,Fuel Anomaly,42.6,26.7,2244,41.6,14,61.4
TRK-DEL-03,2026-01-22,Delta,Completed,80.2,32.2,3265,31.6,22,152.3
TRK-DEL-04,2026-01-22,Delta,Completed,27.7,11.2,2462,18.4,9,90.3
TRK-CAN-01,2026-01-22,Canal & Sinai,Completed,42.2,14.4,2194,36.3,14,69.8
TRK-CAN-02,2026-01-22,Canal & Sinai,Completed,52.2,18.7,9066,26.7,11,117.3
TRK-UPP-01,2026-01-22,Upper Egypt,Completed,30.7,10.8,5620,24.4,12,75.5
TRK-UPP-02,2026-01-22,Upper Egypt,Completed,74.0,24.0,4566,24.3,13,182.7
TRK-UPP-03,2026-01-22,Upper Egypt,Completed,75.5,29.2,6578,40.6,13,111.6
TRK-COA-01,2026-01-22,Coastal & Red Sea,Completed,65.4,26.7,1842,24.2,20,162.1
TRK-COA-02,2026-01-22,Coastal & Red Sea,Completed,34.8,11.2,11308,44.5,17,46.9
TRK-COA-03,2026-01-22,Coastal & Red Sea,Completed,68.6,24.8,1976,30.1,19,136.7
TRK-GRE-01,2026-01-23,Greater Cairo,Completed,58.5,23.8,2424,18.0,10,195.0
TRK-GRE-02,2026-01-23,Greater Cairo,Completed,55.1,18.2,1623,29.4,22,112.4
TRK-GRE-03,2026-01-23,Greater Cairo,Completed,114.9,48.2,7546,31.6,15,218.2
TRK-GRE-04,2026-01-23,Greater Cairo,Completed,116.6,40.6,10429,17.3,16,404.4
TRK-GRE-05,2026-01-23,Greater Cairo,Completed,103.3,36.2,2435,26.2,12,236.6
TRK-DEL-01,2026-01-23,Delta,Completed,67.1,25.5,10056,26.9,10,149.7
TRK-DEL-02,2026-01-23,Delta,Completed,90.0,30.6,2538,23.6,22,228.8
TRK-DEL-03,2026-01-23,Delta,Completed,55.7,20.9,3195,19.8,19,168.8
TRK-DEL-04,2026-01-23,Delta,Completed,79.4,31.2,2747,34.8,12,136.9
TRK-CAN-01,2026-01-23,Canal & Sinai,Completed,33.8,12.2,2555,23.8,16,85.2
TRK-CAN-02,2026-01-23,Canal & Sinai,Completed,79.3,32.4,11264,39.4,20,120.8
TRK-UPP-01,2026-01-23,Upper Egypt,Completed,35.0,13.6,4953,35.8,16,58.7
TRK-UPP-02,2026-01-23,Upper Egypt,Completed,84.6,28.7,4263,34.5,15,147.1
TRK-UPP-03,2026-01-23,Upper Egypt,Fuel Anomaly,61.4,38.9,5011,36.9,12,99.8
TRK-COA-01,2026-01-23,Coastal & Red Sea,Completed,61.5,22.8,2454,19.1,10,193.2
TRK-COA-02,2026-01-23,Coastal & Red Sea,Completed,64.6,21.0,5800,19.6,19,197.8
TRK-COA-03,2026-01-23,Coastal & Red Sea,Completed,69.4,26.4,2127,20.1,20,207.2
TRK-GRE-01,2026-01-24,Greater Cairo,Completed,46.8,19.2,2590,19.3,14,145.5
TRK-GRE-02,2026-01-24,Greater Cairo,Completed,28.7,11.8,1227,18.2,14,94.6
TRK-GRE-03,2026-01-24,Greater Cairo,Completed,39.8,16.5,7032,41.7,22,57.3
TRK-GRE-04,2026-01-24,Greater Cairo,Completed,80.9,27.1,10830,44.4,8,109.3
TRK-GRE-05,2026-01-24,Greater Cairo,Completed,46.3,15.2,3034,26.9,16,103.3
TRK-DEL-01,2026-01-24,Delta,Completed,55.3,19.8,11129,22.0,24,150.8
TRK-DEL-02,2026-01-24,Delta,Completed,101.9,34.5,2604,20.4,11,299.7
TRK-DEL-03,2026-01-24,Delta,Completed,42.9,17.6,2776,32.9,13,78.2
TRK-DEL-04,2026-01-24,Delta,Completed,60.4,24.2,1269,27.6,20,131.3
TRK-CAN-01,2026-01-24,Canal & Sinai,Completed,33.2,12.7,2243,34.5,13,57.7
TRK-CAN-02,2026-01-24,Canal & Sinai,Completed,64.6,26.9,8569,20.9,24,185.5
TRK-UPP-01,2026-01-24,Upper Egypt,Completed,50.8,20.4,7291,23.5,11,129.7
TRK-UPP-02,2026-01-24,Upper Egypt,Completed,89.3,29.2,4516,27.0,8,198.4
TRK-UPP-03,2026-01-24,Upper Egypt,Completed,72.3,27.3,3404,25.4,22,170.8
TRK-COA-01,2026-01-24,Coastal & Red Sea,Completed,70.1,22.5,1347,28.6,8,147.1
TRK-COA-02,2026-01-24,Coastal & Red Sea,Completed,65.1,23.9,6095,29.6,19,132.0
TRK-COA-03,2026-01-24,Coastal & Red Sea,Completed,56.8,21.0,2191,27.7,15,123.0
TRK-GRE-01,2026-01-25,Greater Cairo,Completed,42.3,14.0,4694,30.6,21,82.9
TRK-GRE-02,2026-01-25,Greater Cairo,Completed,37.2,12.4,1255,20.4,15,109.4
TRK-GRE-03,2026-01-25,Greater Cairo,Completed,40.0,16.6,6128,28.3,12,84.8
TRK-GRE-04,2026-01-25,Greater Cairo,Completed,102.5,36.5,5334,30.3,21,203.0
TRK-GRE-05,2026-01-25,Greater Cairo,Completed,91.5,32.9,2860,17.4,23,315.5
TRK-DEL-01,2026-01-25,Delta,Completed,101.4,36.7,8063,37.8,17,161.0
TRK-DEL-02,2026-01-25,Delta,Completed,88.2,34.5,2537,29.6,24,178.8
TRK-DEL-03,2026-01-25,Delta,Completed,78.1,30.4,2996,18.2,8,257.5
TRK-DEL-04,2026-01-25,Delta,Completed,49.4,18.8,1293,37.1,10,79.9
TRK-CAN-01,2026-01-25,Canal & Sinai,Completed,70.1,28.6,2971,37.6,22,111.9
TRK-CAN-02,2026-01-25,Canal & Sinai,Completed,45.4,16.1,9514,17.8,12,153.0
TRK-UPP-01,2026-01-25,Upper Egypt,Completed,101.7,40.6,3484,31.0,21,196.8
TRK-UPP-02,2026-01-25,Upper Egypt,Completed,82.1,31.6,3707,19.7,18,250.1
TRK-UPP-03,2026-01-25,Upper Egypt,Completed,33.5,12.2,5782,23.1,11,87.0
TRK-COA-01,2026-01-25,Coastal & Red Sea,Completed,76.3,24.9,1706,28.9,23,158.4
TRK-COA-02,2026-01-25,Coastal & Red Sea,Completed,90.6,30.2,4951,29.2,13,186.2
TRK-COA-03,2026-01-25,Coastal & Red Sea,Completed,42.6,15.8,1585,21.2,20,120.6
TRK-GRE-01,2026-01-26,Greater Cairo,Completed,101.1,34.3,2265,18.4,15,329.7
TRK-GRE-02,2026-01-26,Greater Cairo,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-GRE-03,2026-01-26,Greater Cairo,Completed,88.9,33.5,7761,19.4,17,274.9
TRK-GRE-04,2026-01-26,Greater Cairo,Completed,92.1,30.6,9759,22.8,18,242.4
TRK-GRE-05,2026-01-26,Greater Cairo,Completed,78.6,29.6,4140,38.6,15,122.2
TRK-DEL-01,2026-01-26,Delta,Completed,86.0,28.4,7143,14.6,8,353.4
TRK-DEL-02,2026-01-26,Delta,Completed,102.0,36.9,2487,24.7,17,247.8
TRK-DEL-03,2026-01-26,Delta,Completed,63.7,21.0,2853,31.9,14,119.8
TRK-DEL-04,2026-01-26,Delta,Completed,82.7,32.4,2201,13.4,24,370.3
TRK-CAN-01,2026-01-26,Canal & Sinai,Completed,33.0,10.9,3936,22.2,20,89.2
TRK-CAN-02,2026-01-26,Canal & Sinai,Completed,43.1,14.7,7101,15.9,9,162.6
TRK-UPP-01,2026-01-26,Upper Egypt,Completed,48.0,15.6,4407,21.8,23,132.1
TRK-UPP-02,2026-01-26,Upper Egypt,Completed,52.8,18.3,6825,33.2,15,95.4
TRK-UPP-03,2026-01-26,Upper Egypt,Completed,92.1,36.3,4295,31.3,22,176.5
TRK-COA-01,2026-01-26,Coastal & Red Sea,Completed,91.7,34.2,2316,13.5,22,407.6
TRK-COA-02,2026-01-26,Coastal & Red Sea,Completed,85.4,33.9,10328,24.5,18,209.1
TRK-COA-03,2026-01-26,Coastal & Red Sea,Completed,36.1,14.8,1886,32.6,15,66.4
TRK-GRE-01,2026-01-27,Greater Cairo,Completed,43.3,17.9,4392,18.9,14,137.5
TRK-GRE-02,2026-01-27,Greater Cairo,Completed,50.2,20.6,1728,37.5,17,80.3
TRK-GRE-03,2026-01-27,Greater Cairo,Completed,87.7,31.4,10226,30.9,21,170.3
TRK-GRE-04,2026-01-27,Greater Cairo,Completed,32.5,13.5,9123,26.6,20,73.3
TRK-GRE-05,2026-01-27,Greater Cairo,Completed,38.8,12.6,3233,24.0,22,97.0
TRK-DEL-01,2026-01-27,Delta,Completed,64.0,22.2,4857,37.0,16,103.8
TRK-DEL-02,2026-01-27,Delta,Completed,26.5,8.7,2440,32.8,12,48.5
TRK-DEL-03,2026-01-27,Delta,Completed,64.9,22.3,2026,43.9,22,88.7
TRK-DEL-04,2026-01-27,Delta,Completed,52.7,19.2,2285,33.6,18,94.1
TRK-CAN-01,2026-01-27,Canal & Sinai,Completed,67.7,22.7,2850,23.5,19,172.9
TRK-CAN-02,2026-01-27,Canal & Sinai,Completed,33.9,13.9,7118,31.2,17,65.2
TRK-UPP-01,2026-01-27,Upper Egypt,Completed,34.8,12.6,4885,13.9,18,150.2
TRK-UPP-02,2026-01-27,Upper Egypt,Completed,38.7,15.0,6183,32.0,12,72.6
TRK-UPP-03,2026-01-27,Upper Egypt,Completed,68.7,24.3,4198,16.2,15,254.4
TRK-COA-01,2026-01-27,Coastal & Red Sea,Completed,66.3,25.6,1471,32.2,19,123.5
TRK-COA-02,2026-01-27,Coastal & Red Sea,Completed,50.0,18.5,6878,34.7,13,86.5
TRK-COA-03,2026-01-27,Coastal & Red Sea,Completed,89.6,34.7,1223,38.9,16,138.2
TRK-GRE-01,2026-01-28,Greater Cairo,Completed,38.0,15.6,2905,30.9,17,73.8
TRK-GRE-02,2026-01-28,Greater Cairo,Completed,52.2,19.8,2837,40.0,9,78.3
TRK-GRE-03,2026-01-28,Greater Cairo,Completed,69.9,24.2,7074,27.7,20,151.4
TRK-GRE-04,2026-01-28,Greater Cairo,Completed,62.1,22.8,4992,35.1,21,106.2
TRK-GRE-05,2026-01-28,Greater Cairo,Fuel Anomaly,37.7,23.6,2886,40.6,17,55.7
TRK-DEL-01,2026-01-28,Delta,Completed,85.3,28.6,8111,26.3,8,194.6
TRK-DEL-02,2026-01-28,Delta,Completed,57.2,19.1,1460,21.7,12,158.2
TRK-DEL-03,2026-01-28,Delta,Completed,66.2,23.0,4241,30.3,15,131.1
TRK-DEL-04,2026-01-28,Delta,Completed,61.5,22.1,2223,23.5,11,157.0
TRK-CAN-01,2026-01-28,Canal & Sinai,Completed,99.8,36.8,4037,25.9,11,231.2
TRK-CAN-02,2026-01-28,Canal & Sinai,Completed,72.5,27.9,7059,13.7,20,317.5
TRK-UPP-01,2026-01-28,Upper Egypt,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-UPP-02,2026-01-28,Upper Egypt,Completed,42.1,14.5,7559,18.9,13,133.7
TRK-UPP-03,2026-01-28,Upper Egypt,Completed,76.8,27.7,6494,35.5,8,129.8
TRK-COA-01,2026-01-28,Coastal & Red Sea,Completed,86.8,29.0,2375,20.0,24,260.4
TRK-COA-02,2026-01-28,Coastal & Red Sea,Completed,33.2,13.8,7112,30.8,12,64.7
TRK-COA-03,2026-01-28,Coastal & Red Sea,Completed,81.5,32.6,2817,37.5,14,130.4
TRK-GRE-01,2026-01-29,Greater Cairo,Completed,39.5,13.2,4682,23.8,15,99.6
TRK-GRE-02,2026-01-29,Greater Cairo,Completed,75.8,24.9,2689,15.9,23,286.0
TRK-GRE-03,2026-01-29,Greater Cairo,Completed,59.3,19.2,7124,31.2,16,114.0
TRK-GRE-04,2026-01-29,Greater Cairo,Completed,111.4,40.6,8426,25.2,12,265.2
TRK-GRE-05,2026-01-29,Greater Cairo,Completed,93.6,37.0,4000,22.2,23,253.0
TRK-DEL-01,2026-01-29,Delta,Completed,70.6,29.3,6084,20.4,20,207.6
TRK-DEL-02,2026-01-29,Delta,Completed,81.4,30.7,2696,21.4,18,228.2
TRK-DEL-03,2026-01-29,Delta,Completed,66.2,24.1,3545,27.1,18,146.6
TRK-DEL-04,2026-01-29,Delta,Completed,30.8,10.6,1732,31.6,18,58.5
TRK-CAN-01,2026-01-29,Canal & Sinai,Completed,102.9,42.6,3831,22.8,8,270.8
TRK-CAN-02,2026-01-29,Canal & Sinai,Completed,87.3,30.8,5238,30.8,21,170.1
TRK-UPP-01,2026-01-29,Upper Egypt,Completed,49.3,20.2,5277,32.5,18,91.0
TRK-UPP-02,2026-01-29,Upper Egypt,Completed,54.3,19.6,6787,38.0,24,85.7
TRK-UPP-03,2026-01-29,Upper Egypt,Completed,74.4,26.0,5201,33.2,14,134.5
TRK-COA-01,2026-01-29,Coastal & Red Sea,Completed,88.2,34.9,1719,37.1,17,142.6
TRK-COA-02,2026-01-29,Coastal & Red Sea,Completed,79.0,31.3,7325,27.3,16,173.6
TRK-COA-03,2026-01-29,Coastal & Red Sea,Completed,43.4,14.6,2208,22.3,22,116.8
TRK-GRE-01,2026-01-30,Greater Cairo,Completed,34.3,14.2,4524,29.1,8,70.7
TRK-GRE-02,2026-01-30,Greater Cairo,Completed,71.5,29.6,2243,26.3,24,163.1
TRK-GRE-03,2026-01-30,Greater Cairo,Completed,41.5,13.3,8501,25.0,10,99.6
TRK-GRE-04,2026-01-30,Greater Cairo,Completed,90.0,30.8,6686,18.1,23,298.3
TRK-GRE-05,2026-01-30,Greater Cairo,Completed,52.5,20.6,4503,16.2,21,194.4
TRK-DEL-01,2026-01-30,Delta,Completed,63.1,25.7,6013,30.8,13,122.9
TRK-DEL-02,2026-01-30,Delta,Completed,43.5,15.1,1366,23.7,21,110.1
TRK-DEL-03,2026-01-30,Delta,Completed,29.4,11.3,4038,39.1,15,45.1
TRK-DEL-04,2026-01-30,Delta,Completed,67.3,27.4,1691,24.2,18,166.9
TRK-CAN-01,2026-01-30,Canal & Sinai,Completed,57.6,21.3,4634,43.0,21,80.4
TRK-CAN-02,2026-01-30,Canal & Sinai,Completed,80.4,28.1,4883,38.7,9,124.7
TRK-UPP-01,2026-01-30,Upper Egypt,Completed,32.4,12.8,6222,25.1,9,77.5
TRK-UPP-02,2026-01-30,Upper Egypt,Completed,44.3,16.9,3704,39.8,14,66.8
TRK-UPP-03,2026-01-30,Upper Egypt,Completed,33.1,13.0,4632,20.1,16,98.8
TRK-COA-01,2026-01-30,Coastal & Red Sea,Completed,41.3,14.3,2423,34.7,20,71.4
TRK-COA-02,2026-01-30,Coastal & Red Sea,Completed,43.5,14.1,11170,22.8,24,114.5
TRK-COA-03,2026-01-30,Coastal & Red Sea,Completed,41.0,14.0,2786,19.5,16,126.2
TRK-GRE-01,2026-01-31,Greater Cairo,Completed,50.5,19.9,2300,36.7,9,82.6
TRK-GRE-02,2026-01-31,Greater Cairo,Completed,82.3,30.3,1293,25.0,8,197.5
TRK-GRE-03,2026-01-31,Greater Cairo,Completed,57.2,22.3,7037,41.5,8,82.7
TRK-GRE-04,2026-01-31,Greater Cairo,Completed,82.2,28.4,10840,22.3,19,221.2
TRK-GRE-05,2026-01-31,Greater Cairo,Completed,46.7,18.5,3563,37.3,24,75.1
TRK-DEL-01,2026-01-31,Delta,Completed,56.6,22.6,11010,22.5,9,150.9
TRK-DEL-02,2026-01-31,Delta,Completed,66.9,24.2,2503,36.6,24,109.7
TRK-DEL-03,2026-01-31,Delta,Completed,84.9,32.0,2289,20.1,16,253.4
TRK-DEL-04,2026-01-31,Delta,Completed,97.1,36.1,2697,20.7,20,281.4
TRK-CAN-01,2026-01-31,Canal & Sinai,Completed,63.0,23.9,2058,45.0,19,84.0
TRK-CAN-02,2026-01-31,Canal & Sinai,Completed,58.7,23.4,9275,42.9,15,82.1
TRK-UPP-01,2026-01-31,Upper Egypt,Completed,87.7,28.2,7593,43.7,12,120.4
TRK-UPP-02,2026-01-31,Upper Egypt,Completed,38.5,12.4,4608,36.0,9,64.2
TRK-UPP-03,2026-01-31,Upper Egypt,Completed,51.1,17.2,3228,39.7,11,77.2
TRK-COA-01,2026-01-31,Coastal & Red Sea,Completed,41.7,13.9,2017,27.5,12,91.0
TRK-COA-02,2026-01-31,Coastal & Red Sea,Completed,54.9,19.0,7774,27.7,10,118.9
TRK-COA-03,2026-01-31,Coastal & Red Sea,Completed,70.4,29.3,2117,30.2,17,139.9
TRK-GRE-01,2026-02-01,Greater Cairo,Completed,53.9,21.1,3507,23.1,22,140.0
TRK-GRE-02,2026-02-01,Greater Cairo,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-GRE-03,2026-02-01,Greater Cairo,Completed,49.8,20.1,6923,31.5,19,94.9
TRK-GRE-04,2026-02-01,Greater Cairo,Completed,68.2,27.5,9057,34.2,15,119.6
TRK-GRE-05,2026-02-01,Greater Cairo,Completed,63.9,21.9,2372,21.4,8,179.2
TRK-DEL-01,2026-02-01,Delta,Completed,34.7,12.6,6201,23.7,9,87.8
TRK-DEL-02,2026-02-01,Delta,Completed,98.1,34.3,2690,18.3,9,321.6
TRK-DEL-03,2026-02-01,Delta,Completed,40.8,13.8,3707,37.3,13,65.6
TRK-DEL-04,2026-02-01,Delta,Completed,84.1,32.7,2389,18.2,23,277.3
TRK-CAN-01,2026-02-01,Canal & Sinai,Under Maintenance,0.0,0.0,0,0.0,0,0.0
TRK-CAN-02,2026-02-01,Canal & Sinai,Completed,42.0,14.5,7742,27.2,21,92.6
TRK-UPP-01,2026-02-01,Upper Egypt,Completed,62.8,21.8,3255,42.9,18,87.8
TRK-UPP-02,2026-02-01,Upper Egypt,Completed,76.0,30.5,5272,34.2,22,133.3
TRK-UPP-03,2026-02-01,Upper Egypt,Completed,28.4,9.2,7114,18.2,9,93.6
TRK-COA-01,2026-02-01,Coastal & Red Sea,Completed,110.0,45.8,2508,28.5,15,231.6
TRK-COA-02,2026-02-01,Coastal & Red Sea,Completed,44.8,17.6,7492,28.8,15,93.3
TRK-COA-03,2026-02-01,Coastal & Red Sea,Completed,69.4,27.6,1411,27.5,8,151.4
TRK-GRE-01,2026-02-02,Greater Cairo,Completed,82.3,26.8,4404,18.6,23,265.5
TRK-GRE-02,2026-02-02,Greater Cairo,Completed,33.0,12.4,1757,17.7,14,111.9
TRK-GRE-03,2026-02-02,Greater Cairo,Completed,71.1,24.3,5344,16.6,20,257.0
TRK-GRE-04,2026-02-02,Greater Cairo,Completed,62.9,25.0,6982,29.2,23,129.2
TRK-GRE-05,2026-02-02,Greater Cairo,Completed,77.5,30.9,3060,20.5,8,226.8
TRK-DEL-01,2026-02-02,Delta,Completed,68.4,28.2,9279,38.8,17,105.8
TRK-DEL-02,2026-02-02,Delta,Completed,81.2,33.6,2339,37.5,14,129.9
TRK-DEL-03,2026-02-02,Delta,Completed,103.2,34.3,4079,33.1,16,187.1
TRK-DEL-04,2026-02-02,Delta,Completed,91.0,34.8,1235,26.3,17,207.6
TRK-CAN-01,2026-02-02,Canal & Sinai,Completed,50.2,18.6,2318,24.9,23,121.0
TRK-CAN-02,2026-02-02,Canal & Sinai,Completed,68.8,25.3,8760,16.1,9,256.4
TRK-UPP-01,2026-02-02,Upper Egypt,Completed,73.0,28.7,4450,21.1,16,207.6
TRK-UPP-02,2026-02-02,Upper Egypt,Completed,70.7,26.5,4589,19.4,14,218.7
TRK-UPP-03,2026-02-02,Upper Egypt,Completed,79.2,25.8,4618,35.8,10,132.7
TRK-COA-01,2026-02-02,Coastal & Red Sea,Completed,79.4,25.8,2013,19.3,19,246.8
