date,region,temperature_c,rainfall_mm,is_holiday,is_festival,is_weekend,traffic_level
2026-03-15,Coastal & Red Sea,17.8,0.0,False,False,False,Low
2026-03-16,Coastal & Red Sea,17.0,0.0,False,False,False,Medium
2026-03-17,Coastal & Red Sea,17.6,0.0,False,False,False,Low
2026-03-18,Coastal & Red Sea,20.1,0.0,False,True,False,Medium
2026-03-19,Coastal & Red Sea,13.7,0.0,False,True,False,Low
2026-03-20,Coastal & Red Sea,18.3,0.0,True,True,True,Medium
2026-03-21,Coastal & Red Sea,14.5,0.0,False,True,True,Low
2026-03-22,Coastal & Red Sea,18.3,0.0,False,False,False,Medium
2026-03-23,Coastal & Red Sea,15.2,0.0,False,False,False,High
2026-03-24,Coastal & Red Sea,17.9,0.0,False,False,False,Medium
2026-03-25,Coastal & Red Sea,20.5,0.0,False,False,False,Medium
2026-03-26,Coastal & Red Sea,16.4,0.0,False,False,False,Medium
2026-03-27,Coastal & Red Sea,21.5,0.0,False,False,True,Low
2026-03-28,Coastal & Red Sea,18.5,0.0,False,False,True,High
2026-03-29,Coastal & Red Sea,19.9,0.0,False,False,False,High
2026-03-30,Coastal & Red Sea,21.1,0.0,False,False,False,Medium
2026-03-31,Coastal & Red Sea,18.6,0.0,False,False,False,Low
