bin_id,timestamp,fill_level_pct,waste_weight_kg,waste_type,temperature_c,humidity_pct,battery_level_pct,sensor_status,was_collected
BIN-سوه-007-A442,2026-01-13T00:00:00,75.6,291.1,Organic,18.0,62.1,88.0,OK,False
BIN-سوه-007-A442,2026-01-13T03:00:00,76.7,295.32,Organic,17.9,65.9,87.9,OK,False
BIN-سوه-007-A442,2026-01-13T06:00:00,77.8,299.72,Organic,19.8,57.5,87.9,OK,False
BIN-سوه-007-A442,2026-01-13T09:00:00,78.3,301.59,Organic,17.6,36.8,87.8,OK,False
BIN-سوه-007-A442,2026-01-13T12:00:00,79.1,304.48,Organic,18.3,61.4,87.7,OK,False
BIN-سوه-007-A442,2026-01-13T15:00:00,80.1,308.55,Organic,21.0,62.4,87.7,OK,False
BIN-سوه-007-A442,2026-01-13T18:00:00,81.0,311.78,Organic,20.0,65.5,87.6,OK,False
BIN-سوه-007-A442,2026-01-13T21:00:00,81.8,315.01,Organic,18.7,64.8,87.6,OK,False
BIN-الم-001-C37D,2026-01-13T00:00:00,58.8,49.43,Organic,18.9,48.1,93.3,OK,False
BIN-الم-001-C37D,2026-01-13T03:00:00,63.9,53.7,Organic,20.1,65.7,93.2,OK,False
BIN-الم-001-C37D,2026-01-13T06:00:00,68.3,57.35,Organic,21.4,69.0,93.2,OK,False
BIN-الم-001-C37D,2026-01-13T09:00:00,72.9,61.25,Organic,19.6,67.7,93.1,OK,False
BIN-الم-001-C37D,2026-01-13T12:00:00,78.6,66.06,Organic,19.3,47.7,93.1,OK,False
BIN-الم-001-C37D,2026-01-13T15:00:00,86.1,72.29,Organic,19.0,69.7,93.1,OK,False
BIN-الم-001-C37D,2026-01-13T18:00:00,93.7,78.72,Organic,19.6,59.7,93.0,OK,False
BIN-الم-001-C37D,2026-01-13T21:00:00,100.0,83.98,Organic,20.3,51.6,93.0,OK,False
BIN-الم-002-D8B2,2026-01-13T00:00:00,12.9,49.67,Organic,21.6,53.8,85.0,OK,False
BIN-الم-002-D8B2,2026-01-13T03:00:00,13.0,50.11,Organic,17.5,59.6,85.0,OK,False
BIN-الم-002-D8B2,2026-01-13T06:00:00,13.1,50.47,Organic,18.6,42.8,84.9,OK,False
BIN-الم-002-D8B2,2026-01-13T09:00:00,13.2,50.96,Organic,21.0,48.7,84.9,OK,False
BIN-الم-002-D8B2,2026-01-13T12:00:00,13.3,51.3,Organic,19.1,43.8,84.8,OK,False
BIN-الم-002-D8B2,2026-01-13T15:00:00,13.5,51.83,Organic,20.5,45.5,84.8,OK,False
BIN-الم-002-D8B2,2026-01-13T18:00:00,13.6,52.27,Organic,22.9,55.0,84.7,OK,False
BIN-الم-002-D8B2,2026-01-13T21:00:00,13.7,52.68,Organic,19.7,70.2,84.7,OK,False
BIN-الم-003-FD8F,2026-01-13T00:00:00,58.5,49.16,Organic,20.8,42.0,77.9,OK,False
BIN-الم-003-FD8F,2026-01-13T03:00:00,60.2,50.58,Organic,20.3,53.9,77.8,OK,False
BIN-الم-003-FD8F,2026-01-13T06:00:00,61.9,52.0,Organic,21.1,58.9,77.8,OK,False
BIN-الم-003-FD8F,2026-01-13T09:00:00,64.2,53.91,Organic,21.2,48.2,77.7,OK,False
BIN-الم-003-FD8F,2026-01-13T12:00:00,66.4,55.77,Organic,18.7,33.2,77.6,OK,False
BIN-الم-003-FD8F,2026-01-13T15:00:00,68.7,57.69,Organic,18.9,43.3,77.6,OK,False
BIN-الم-003-FD8F,2026-01-13T18:00:00,70.4,59.14,Organic,18.8,50.6,77.5,OK,False
BIN-الم-003-FD8F,2026-01-13T21:00:00,72.2,60.64,Organic,18.3,65.3,77.5,OK,False
BIN-الم-004-BDF6,2026-01-13T00:00:00,53.2,98.29,Paper,19.4,55.5,87.2,OK,False
BIN-الم-004-BDF6,2026-01-13T03:00:00,54.4,100.57,Paper,20.5,82.7,87.2,OK,False
BIN-الم-004-BDF6,2026-01-13T06:00:00,55.5,102.62,Paper,20.3,40.5,87.1,OK,False
BIN-الم-004-BDF6,2026-01-13T09:00:00,57.0,105.25,Paper,20.1,61.5,87.1,OK,False
BIN-الم-004-BDF6,2026-01-13T12:00:00,58.6,108.26,Paper,20.5,42.4,87.0,OK,False
BIN-الم-004-BDF6,2026-01-13T15:00:00,59.5,109.91,Paper,21.3,53.8,86.9,OK,False
BIN-الم-004-BDF6,2026-01-13T18:00:00,60.6,111.91,Paper,20.1,47.4,86.9,OK,False
BIN-الم-004-BDF6,2026-01-13T21:00:00,61.8,114.13,Paper,20.0,53.4,86.9,OK,False
BIN-الم-005-E212,2026-01-13T00:00:00,43.8,14.72,Plastic,19.2,53.4,79.0,OK,False
BIN-الم-005-E212,2026-01-13T03:00:00,49.8,16.73,Plastic,19.7,72.3,78.9,OK,False
BIN-الم-005-E212,2026-01-13T06:00:00,56.5,18.99,Plastic,20.1,51.2,78.9,OK,False
BIN-الم-005-E212,2026-01-13T09:00:00,62.8,21.09,Plastic,17.7,69.8,78.8,OK,False
BIN-الم-005-E212,2026-01-13T12:00:00,68.5,23.01,Plastic,17.8,50.0,78.8,OK,False
BIN-الم-005-E212,2026-01-13T15:00:00,77.4,26.01,Plastic,19.2,35.9,78.8,OK,False
BIN-الم-005-E212,2026-01-13T18:00:00,85.6,28.77,Plastic,19.0,47.2,78.7,OK,False
BIN-الم-005-E212,2026-01-13T21:00:00,90.2,30.32,Plastic,20.0,47.5,78.7,OK,False
BIN-الم-006-C176,2026-01-13T00:00:00,58.1,107.44,Plastic,20.5,59.2,77.5,OK,False
BIN-الم-006-C176,2026-01-13T03:00:00,61.4,113.43,Plastic,19.0,23.2,77.4,OK,False
BIN-الم-006-C176,2026-01-13T06:00:00,65.3,120.63,Plastic,22.6,60.5,77.3,OK,False
BIN-الم-006-C176,2026-01-13T09:00:00,69.2,127.88,Plastic,21.4,49.6,77.3,OK,False
BIN-الم-006-C176,2026-01-13T12:00:00,73.4,135.74,Plastic,18.3,61.7,77.3,OK,False
BIN-الم-006-C176,2026-01-13T15:00:00,77.1,142.48,Plastic,18.8,52.6,77.2,OK,False
BIN-الم-006-C176,2026-01-13T18:00:00,81.0,149.74,Plastic,17.7,29.5,77.1,OK,False
BIN-الم-006-C176,2026-01-13T21:00:00,84.2,155.52,Plastic,23.3,39.4,77.1,OK,False
BIN-الم-007-5C76,2026-01-13T00:00:00,13.5,4.55,Plastic,20.5,55.3,80.8,OK,False
BIN-الم-007-5C76,2026-01-13T03:00:00,18.1,6.09,Plastic,21.2,58.4,80.8,OK,False
BIN-الم-007-5C76,2026-01-13T06:00:00,25.8,8.66,Plastic,20.4,86.7,80.7,OK,False
BIN-الم-007-5C76,2026-01-13T09:00:00,31.3,10.53,Plastic,23.6,69.3,80.6,OK,False
BIN-الم-007-5C76,2026-01-13T12:00:00,34.4,11.57,Plastic,20.6,58.1,80.6,OK,False
BIN-الم-007-5C76,2026-01-13T15:00:00,40.4,13.57,Plastic,19.3,42.6,80.6,OK,False
BIN-الم-007-5C76,2026-01-13T18:00:00,45.9,15.41,Plastic,21.4,39.2,80.5,OK,False
BIN-الم-007-5C76,2026-01-13T21:00:00,54.2,18.21,Plastic,20.5,56.8,80.5,OK,False
BIN-الس-001-3929,2026-01-13T00:00:00,3.7,6.76,Glass,8.7,72.4,74.5,OK,False
BIN-الس-001-3929,2026-01-13T03:00:00,4.6,8.53,Glass,10.6,66.3,74.5,OK,False
BIN-الس-001-3929,2026-01-13T06:00:00,5.3,9.78,Glass,10.6,28.0,74.4,OK,False
BIN-الس-001-3929,2026-01-13T09:00:00,6.1,11.27,Glass,11.8,43.6,74.4,OK,False
BIN-الس-001-3929,2026-01-13T12:00:00,6.9,12.75,Glass,8.2,58.9,74.3,OK,False
BIN-الس-001-3929,2026-01-13T15:00:00,7.9,14.67,Glass,12.7,47.0,74.3,OK,False
BIN-الس-001-3929,2026-01-13T18:00:00,8.6,15.93,Glass,9.8,56.8,74.3,OK,False
BIN-الس-001-3929,2026-01-13T21:00:00,9.6,17.78,Glass,10.5,39.3,74.2,OK,False
BIN-الس-002-DE48,2026-01-13T00:00:00,27.3,62.98,Organic,10.6,64.0,68.2,OK,False
BIN-الس-002-DE48,2026-01-13T03:00:00,28.1,64.98,Organic,10.0,67.9,68.2,OK,False
BIN-الس-002-DE48,2026-01-13T06:00:00,29.0,67.06,Organic,9.0,49.8,68.1,OK,False
BIN-الس-002-DE48,2026-01-13T09:00:00,29.9,69.05,Organic,9.6,59.2,68.1,OK,False
BIN-الس-002-DE48,2026-01-13T12:00:00,30.6,70.76,Organic,9.0,63.2,68.0,OK,False
BIN-الس-002-DE48,2026-01-13T15:00:00,31.6,73.04,Organic,10.8,65.1,68.0,OK,False
BIN-الس-002-DE48,2026-01-13T18:00:00,33.1,76.36,Organic,12.1,61.9,67.9,OK,False
BIN-الس-002-DE48,2026-01-13T21:00:00,34.0,78.61,Organic,9.3,47.4,67.9,OK,False
BIN-الس-003-3B31,2026-01-13T00:00:00,53.8,124.28,Organic,9.9,80.3,77.7,OK,False
BIN-الس-003-3B31,2026-01-13T03:00:00,55.1,127.39,Organic,9.3,54.2,77.6,OK,False
BIN-الس-003-3B31,2026-01-13T06:00:00,56.7,130.93,Organic,11.1,60.9,77.6,OK,False
BIN-الس-003-3B31,2026-01-13T09:00:00,58.6,135.26,Organic,9.6,37.4,77.5,OK,False
BIN-الس-003-3B31,2026-01-13T12:00:00,60.0,138.7,Organic,10.2,30.2,77.5,OK,False
BIN-الس-003-3B31,2026-01-13T15:00:00,60.6,140.08,Organic,7.8,70.2,77.4,OK,False
BIN-الس-003-3B31,2026-01-13T18:00:00,61.6,142.27,Organic,11.9,64.5,77.4,OK,False
BIN-الس-003-3B31,2026-01-13T21:00:00,62.3,143.92,Organic,12.0,36.9,77.4,OK,False
BIN-الس-004-8448,2026-01-13T00:00:00,10.3,8.62,Organic,4.7,63.0,69.0,OK,False
BIN-الس-004-8448,2026-01-13T03:00:00,13.0,10.94,Organic,10.3,63.6,68.9,OK,False
BIN-الس-004-8448,2026-01-13T06:00:00,15.1,12.66,Organic,10.2,69.4,68.8,OK,False
BIN-الس-004-8448,2026-01-13T09:00:00,18.5,15.55,Organic,11.9,57.3,68.8,OK,False
BIN-الس-004-8448,2026-01-13T12:00:00,19.6,16.47,Organic,8.9,42.5,68.7,OK,False
BIN-الس-004-8448,2026-01-13T15:00:00,22.7,19.07,Organic,11.1,35.8,68.7,OK,False
BIN-الس-004-8448,2026-01-13T18:00:00,23.7,19.9,Organic,10.3,63.9,68.6,OK,False
BIN-الس-004-8448,2026-01-13T21:00:00,25.5,21.44,Organic,8.5,63.8,68.6,OK,False
BIN-قنا-001-DF6E,2026-01-13T00:00:00,14.1,43.41,Plastic,19.0,62.1,77.5,OK,False
BIN-قنا-001-DF6E,2026-01-13T03:00:00,14.6,44.9,Plastic,21.4,45.6,77.4,OK,False
BIN-قنا-001-DF6E,2026-01-13T06:00:00,15.8,48.59,Plastic,17.6,35.6,77.4,OK,False
BIN-قنا-001-DF6E,2026-01-13T09:00:00,16.7,51.49,Plastic,21.0,38.1,77.3,OK,False
BIN-قنا-001-DF6E,2026-01-13T12:00:00,18.2,56.0,Plastic,20.2,66.6,77.3,OK,False
BIN-قنا-001-DF6E,2026-01-13T15:00:00,20.2,62.22,Plastic,19.8,70.5,77.2,OK,False
BIN-قنا-001-DF6E,2026-01-13T18:00:00,21.4,65.81,Plastic,21.2,44.3,77.1,OK,False
BIN-قنا-001-DF6E,2026-01-13T21:00:00,22.2,68.28,Plastic,21.7,44.6,77.1,OK,False
BIN-قنا-002-29D2,2026-01-13T00:00:00,12.4,22.93,Plastic,20.6,69.5,81.7,OK,False
BIN-قنا-002-29D2,2026-01-13T03:00:00,13.0,23.99,Plastic,19.5,54.8,81.7,OK,False
BIN-قنا-002-29D2,2026-01-13T06:00:00,14.1,25.98,Plastic,19.3,60.4,81.6,OK,False
BIN-قنا-002-29D2,2026-01-13T09:00:00,15.7,28.95,Plastic,20.9,54.6,81.5,OK,False
BIN-قنا-002-29D2,2026-01-13T12:00:00,16.0,29.56,Plastic,19.4,50.3,81.5,OK,False
BIN-قنا-002-29D2,2026-01-13T15:00:00,16.8,31.1,Plastic,19.0,47.4,81.4,OK,False
BIN-قنا-002-29D2,2026-01-13T18:00:00,17.7,32.68,Plastic,19.5,63.9,81.4,OK,False
BIN-قنا-002-29D2,2026-01-13T21:00:00,18.6,34.38,Plastic,21.8,58.2,81.3,OK,False
BIN-قنا-003-B92C,2026-01-13T00:00:00,71.0,218.64,Plastic,19.1,36.0,93.2,OK,False
BIN-قنا-003-B92C,2026-01-13T03:00:00,71.5,220.08,Plastic,19.0,42.4,93.2,OK,False
BIN-قنا-003-B92C,2026-01-13T06:00:00,72.2,222.42,Plastic,20.2,35.6,93.1,OK,False
BIN-قنا-003-B92C,2026-01-13T09:00:00,72.8,224.31,Plastic,19.2,49.3,93.1,OK,False
BIN-قنا-003-B92C,2026-01-13T12:00:00,73.5,226.51,Plastic,20.2,51.9,93.0,OK,False
BIN-قنا-003-B92C,2026-01-13T15:00:00,74.1,228.14,Plastic,20.4,47.1,93.0,OK,False
BIN-قنا-003-B92C,2026-01-13T18:00:00,75.0,230.95,Plastic,21.3,51.9,92.9,OK,False
BIN-قنا-003-B92C,2026-01-13T21:00:00,75.5,232.52,Plastic,18.8,79.0,92.9,OK,False
BIN-قنا-004-C10E,2026-01-13T00:00:00,96.9,65.08,Mixed,18.0,74.0,66.4,OK,False
BIN-قنا-004-C10E,2026-01-13T03:00:00,100.0,67.94,Mixed,20.7,67.1,66.4,OK,False
BIN-قنا-004-C10E,2026-01-13T06:00:00,3.6,2.42,Mixed,20.2,41.0,66.3,OK,True
BIN-قنا-004-C10E,2026-01-13T09:00:00,2.0,1.35,Mixed,21.0,31.9,66.3,OK,False
BIN-قنا-004-C10E,2026-01-13T12:00:00,7.4,5.0,Mixed,19.5,64.6,66.2,OK,False
BIN-قنا-004-C10E,2026-01-13T15:00:00,10.6,7.16,Mixed,19.5,50.7,66.2,OK,False
BIN-قنا-004-C10E,2026-01-13T18:00:00,13.7,9.18,Mixed,20.8,69.5,66.2,OK,False
BIN-قنا-004-C10E,2026-01-13T21:00:00,17.8,11.96,Mixed,18.9,62.5,66.1,OK,False
BIN-الش-001-F2B3,2026-01-13T00:00:00,69.2,127.83,Plastic,12.8,45.7,83.9,OK,False
BIN-الش-001-F2B3,2026-01-13T03:00:00,70.4,130.12,Plastic,14.0,64.0,83.9,OK,False
BIN-الش-001-F2B3,2026-01-13T06:00:00,73.2,135.26,Plastic,11.4,80.6,83.8,OK,False
BIN-الش-001-F2B3,2026-01-13T09:00:00,75.2,139.01,Plastic,13.1,52.4,83.7,OK,False
BIN-الش-001-F2B3,2026-01-13T12:00:00,78.0,144.23,Plastic,13.2,32.1,83.7,OK,False
BIN-الش-001-F2B3,2026-01-13T15:00:00,79.1,146.23,Plastic,12.4,64.4,83.7,OK,False
BIN-الش-001-F2B3,2026-01-13T18:00:00,82.0,151.53,Plastic,11.9,51.4,83.6,OK,False
BIN-الش-001-F2B3,2026-01-13T21:00:00,84.4,155.97,Plastic,13.2,47.0,83.6,OK,False
BIN-الش-002-6CE8,2026-01-13T00:00:00,70.4,216.97,Paper,12.6,34.9,78.5,OK,False
BIN-الش-002-6CE8,2026-01-13T03:00:00,71.5,220.23,Paper,12.2,41.2,78.5,OK,False
BIN-الش-002-6CE8,2026-01-13T06:00:00,73.0,224.77,Paper,15.3,40.0,78.5,OK,False
BIN-الش-002-6CE8,2026-01-13T09:00:00,74.8,230.41,Paper,15.4,33.9,78.4,OK,False
BIN-الش-002-6CE8,2026-01-13T12:00:00,76.2,234.65,Paper,12.9,59.7,78.3,OK,False
BIN-الش-002-6CE8,2026-01-13T15:00:00,77.6,239.06,Paper,11.4,44.3,78.2,OK,False
BIN-الش-002-6CE8,2026-01-13T18:00:00,78.7,242.27,Paper,12.5,54.7,78.2,OK,False
BIN-الش-002-6CE8,2026-01-13T21:00:00,79.8,245.87,Paper,13.8,54.0,78.1,OK,False
BIN-الش-003-54F0,2026-01-13T00:00:00,90.5,76.02,Organic,12.3,54.2,65.5,OK,False
BIN-الش-003-54F0,2026-01-13T03:00:00,100.0,84.2,Organic,16.2,49.7,65.5,OK,False
BIN-الش-003-54F0,2026-01-13T06:00:00,0.6,0.5,Organic,13.0,65.2,65.4,OK,True
BIN-الش-003-54F0,2026-01-13T09:00:00,10.0,8.39,Organic,13.5,55.2,65.4,OK,False
BIN-الش-003-54F0,2026-01-13T12:00:00,18.7,15.71,Organic,13.5,64.8,65.3,OK,False
BIN-الش-003-54F0,2026-01-13T15:00:00,27.3,22.92,Organic,14.9,62.9,65.3,OK,False
BIN-الش-003-54F0,2026-01-13T18:00:00,35.6,29.92,Organic,13.0,46.8,65.2,OK,False
BIN-الش-003-54F0,2026-01-13T21:00:00,44.1,37.0,Organic,13.0,54.4,65.2,OK,False
BIN-الش-004-BD2C,2026-01-13T00:00:00,19.8,13.32,Plastic,13.3,65.4,72.7,OK,False
BIN-الش-004-BD2C,2026-01-13T03:00:00,22.9,15.36,Plastic,11.8,77.9,72.6,OK,False
BIN-الش-004-BD2C,2026-01-13T06:00:00,24.2,16.24,Plastic,14.5,64.2,72.6,OK,False
BIN-الش-004-BD2C,2026-01-13T09:00:00,25.7,17.27,Plastic,11.4,73.7,72.5,OK,False
BIN-الش-004-BD2C,2026-01-13T12:00:00,28.9,19.43,Plastic,16.0,78.7,72.4,OK,False
BIN-الش-004-BD2C,2026-01-13T15:00:00,29.7,19.97,Plastic,15.3,61.4,72.4,OK,False
BIN-الش-004-BD2C,2026-01-13T18:00:00,31.9,21.43,Plastic,16.2,64.4,72.3,OK,False
BIN-الش-004-BD2C,2026-01-13T21:00:00,33.4,22.42,Plastic,11.9,58.8,72.3,OK,False
BIN-الش-005-72E5,2026-01-13T00:00:00,60.6,20.36,Paper,15.1,50.1,68.7,OK,False
BIN-الش-005-72E5,2026-01-13T03:00:00,64.6,21.71,Paper,15.8,62.8,68.6,OK,False
BIN-الش-005-72E5,2026-01-13T06:00:00,70.4,23.64,Paper,10.7,69.3,68.6,OK,False
BIN-الش-005-72E5,2026-01-13T09:00:00,74.6,25.08,Paper,16.3,70.6,68.5,OK,False
BIN-الش-005-72E5,2026-01-13T12:00:00,77.2,25.94,Paper,11.3,53.5,68.5,OK,False
BIN-الش-005-72E5,2026-01-13T15:00:00,81.6,27.41,Paper,12.8,43.4,68.4,OK,False
BIN-الش-005-72E5,2026-01-13T18:00:00,83.7,28.12,Paper,13.7,54.9,68.3,OK,False
BIN-الش-005-72E5,2026-01-13T21:00:00,90.1,30.26,Paper,11.3,54.0,68.3,OK,False
BIN-الش-006-1160,2026-01-13T00:00:00,82.2,253.09,Glass,16.1,56.6,71.6,OK,False
BIN-الش-006-1160,2026-01-13T03:00:00,82.8,255.04,Glass,9.9,47.4,71.5,OK,False
BIN-الش-006-1160,2026-01-13T06:00:00,3.1,9.55,Glass,12.7,45.7,71.5,OK,True
BIN-الش-006-1160,2026-01-13T09:00:00,1.0,2.99,Glass,12.6,15.0,71.4,OK,False
BIN-الش-006-1160,2026-01-13T12:00:00,2.0,6.26,Glass,14.4,32.9,71.3,OK,False
BIN-الش-006-1160,2026-01-13T15:00:00,2.9,9.05,Glass,13.9,41.7,71.3,OK,False
BIN-الش-006-1160,2026-01-13T18:00:00,3.4,10.5,Glass,12.8,56.7,71.3,OK,False
BIN-الش-006-1160,2026-01-13T21:00:00,4.3,13.1,Glass,14.8,60.5,71.2,OK,False
BIN-الش-007-E4BD,2026-01-13T00:00:00,97.5,65.55,Glass,13.2,77.3,73.4,OK,False
BIN-الش-007-E4BD,2026-01-13T03:00:00,100.0,67.98,Glass,13.3,69.8,73.3,OK,False
BIN-الش-007-E4BD,2026-01-13T06:00:00,3.2,2.15,Glass,14.2,71.8,73.3,OK,True
BIN-الش-007-E4BD,2026-01-13T09:00:00,3.2,2.14,Glass,14.9,50.3,73.3,OK,False
BIN-الش-007-E4BD,2026-01-13T12:00:00,8.0,5.37,Glass,12.5,44.6,73.2,OK,False
BIN-الش-007-E4BD,2026-01-13T15:00:00,12.0,8.04,Glass,10.8,51.8,73.2,OK,False
BIN-الش-007-E4BD,2026-01-13T18:00:00,13.7,9.18,Glass,13.6,54.1,73.1,OK,False
BIN-الش-007-E4BD,2026-01-13T21:00:00,16.0,10.74,Glass,11.9,45.8,73.1,OK,False
BIN-الش-008-9246,2026-01-13T00:00:00,62.9,116.24,Plastic,13.2,55.7,77.0,OK,False
BIN-الش-008-9246,2026-01-13T03:00:00,63.3,116.99,Plastic,16.3,85.9,76.9,OK,False
BIN-الش-008-9246,2026-01-13T06:00:00,64.0,118.21,Plastic,16.5,41.4,76.9,OK,False
BIN-الش-008-9246,2026-01-13T09:00:00,64.7,119.53,Plastic,15.5,38.5,76.8,OK,False
BIN-الش-008-9246,2026-01-13T12:00:00,65.2,120.56,Plastic,14.8,29.3,76.8,OK,False
BIN-الش-008-9246,2026-01-13T15:00:00,65.9,121.8,Plastic,12.3,53.9,76.7,OK,False
BIN-الش-008-9246,2026-01-13T18:00:00,66.7,123.18,Plastic,13.1,62.4,76.7,OK,False
BIN-الش-008-9246,2026-01-13T21:00:00,66.9,123.71,Plastic,14.9,34.6,76.6,OK,False
BIN-الش-009-CD66,2026-01-13T00:00:00,100.0,70.56,Mixed,14.1,59.7,81.1,OK,False
BIN-الش-009-CD66,2026-01-13T03:00:00,100.0,70.56,Mixed,14.4,47.6,81.0,OK,False
BIN-الش-009-CD66,2026-01-13T06:00:00,100.0,70.56,Mixed,10.9,72.5,81.0,OK,False
BIN-الش-009-CD66,2026-01-13T09:00:00,0.5,0.34,Mixed,15.3,42.4,80.9,OK,True
BIN-الش-009-CD66,2026-01-13T12:00:00,8.2,5.53,Mixed,14.2,76.4,80.9,OK,False
BIN-الش-009-CD66,2026-01-13T15:00:00,16.7,11.2,Mixed,14.0,69.9,80.8,OK,False
BIN-الش-009-CD66,2026-01-13T18:00:00,24.7,16.59,Mixed,13.7,44.2,80.8,OK,False
BIN-الش-009-CD66,2026-01-13T21:00:00,34.4,23.1,Mixed,13.7,46.4,80.7,OK,False
BIN-الش-010-5C61,2026-01-13T00:00:00,32.5,125.0,Organic,13.0,56.7,64.9,OK,False
BIN-الش-010-5C61,2026-01-13T03:00:00,33.4,128.76,Organic,13.9,46.6,64.9,OK,False
BIN-الش-010-5C61,2026-01-13T06:00:00,34.0,130.93,Organic,12.4,66.3,64.9,OK,False
BIN-الش-010-5C61,2026-01-13T09:00:00,34.8,133.83,Organic,12.6,70.0,64.8,OK,False
BIN-الش-010-5C61,2026-01-13T12:00:00,35.8,137.67,Organic,18.8,22.4,64.8,OK,False
BIN-الش-010-5C61,2026-01-13T15:00:00,36.8,141.71,Organic,13.8,65.0,64.7,OK,False
BIN-الش-010-5C61,2026-01-13T18:00:00,38.1,146.67,Organic,13.4,58.7,64.6,OK,False
BIN-الش-010-5C61,2026-01-13T21:00:00,38.8,149.56,Organic,11.9,41.7,64.6,OK,False
BIN-الش-011-DCE7,2026-01-13T00:00:00,78.3,144.71,Plastic,11.8,62.2,70.0,OK,False
BIN-الش-011-DCE7,2026-01-13T03:00:00,85.3,157.55,Plastic,12.4,61.1,70.0,OK,False
BIN-الش-011-DCE7,2026-01-13T06:00:00,88.6,163.65,Plastic,15.1,35.8,70.0,OK,False
BIN-الش-011-DCE7,2026-01-13T09:00:00,3.1,5.73,Plastic,13.5,65.6,69.9,OK,True
BIN-الش-011-DCE7,2026-01-13T12:00:00,7.9,14.64,Plastic,16.0,44.1,69.9,OK,False
BIN-الش-011-DCE7,2026-01-13T15:00:00,14.7,27.19,Plastic,12.7,75.6,69.8,OK,False
BIN-الش-011-DCE7,2026-01-13T18:00:00,18.7,34.54,Plastic,11.6,61.2,69.8,OK,False
BIN-الش-011-DCE7,2026-01-13T21:00:00,24.7,45.6,Plastic,12.0,46.8,69.7,OK,False
BIN-الش-012-5B98,2026-01-13T00:00:00,16.0,13.42,Organic,12.0,72.2,67.9,OK,False
BIN-الش-012-5B98,2026-01-13T03:00:00,17.8,14.97,Organic,11.0,44.1,67.9,OK,False
BIN-الش-012-5B98,2026-01-13T06:00:00,20.7,17.37,Organic,10.6,44.8,67.8,OK,False
BIN-الش-012-5B98,2026-01-13T09:00:00,22.3,18.73,Organic,12.6,48.9,67.7,OK,False
BIN-الش-012-5B98,2026-01-13T12:00:00,25.3,21.21,Organic,15.3,63.0,67.7,OK,False
BIN-الش-012-5B98,2026-01-13T15:00:00,28.0,23.51,Organic,11.2,62.7,67.6,OK,False
BIN-الش-012-5B98,2026-01-13T18:00:00,30.4,25.56,Organic,15.3,54.8,67.6,OK,False
BIN-الش-012-5B98,2026-01-13T21:00:00,33.1,27.79,Organic,12.5,59.4,67.5,OK,False
BIN-أسي-001-8D18,2026-01-13T00:00:00,27.9,23.4,Organic,17.1,45.7,81.6,OK,False
BIN-أسي-001-8D18,2026-01-13T03:00:00,30.4,25.51,Organic,20.6,49.0,81.6,OK,False
BIN-أسي-001-8D18,2026-01-13T06:00:00,33.0,27.76,Organic,20.5,61.0,81.5,OK,False
BIN-أسي-001-8D18,2026-01-13T09:00:00,35.1,29.47,Organic,21.1,36.9,81.5,OK,False
BIN-أسي-001-8D18,2026-01-13T12:00:00,37.0,31.1,Organic,21.0,39.1,81.4,OK,False
BIN-أسي-001-8D18,2026-01-13T15:00:00,38.2,32.05,Organic,19.0,64.9,81.4,OK,False
BIN-أسي-001-8D18,2026-01-13T18:00:00,41.1,34.53,Organic,21.8,50.4,81.4,OK,False
BIN-أسي-001-8D18,2026-01-13T21:00:00,42.9,36.05,Organic,16.6,56.6,81.3,OK,False
BIN-أسي-002-B928,2026-01-13T00:00:00,53.4,35.86,Plastic,18.8,73.7,74.7,OK,False
BIN-أسي-002-B928,2026-01-13T03:00:00,55.5,37.3,Plastic,21.0,50.4,74.7,OK,False
BIN-أسي-002-B928,2026-01-13T06:00:00,58.7,39.44,Plastic,21.3,54.0,74.6,OK,False
BIN-أسي-002-B928,2026-01-13T09:00:00,61.6,41.42,Plastic,20.9,43.1,74.6,OK,False
BIN-أسي-002-B928,2026-01-13T12:00:00,64.0,42.99,Plastic,21.2,47.8,74.6,OK,False
BIN-أسي-002-B928,2026-01-13T15:00:00,65.7,44.13,Plastic,24.0,50.3,74.5,OK,False
BIN-أسي-002-B928,2026-01-13T18:00:00,67.5,45.37,Plastic,17.8,49.7,74.4,OK,False
BIN-أسي-002-B928,2026-01-13T21:00:00,69.8,46.92,Plastic,21.7,59.3,74.4,OK,False
BIN-أسي-003-0C0B,2026-01-13T00:00:00,35.2,108.53,Mixed,20.6,53.0,81.8,OK,False
BIN-أسي-003-0C0B,2026-01-13T03:00:00,36.3,111.88,Mixed,20.5,58.2,81.8,OK,False
BIN-أسي-003-0C0B,2026-01-13T06:00:00,37.3,114.8,Mixed,20.5,54.4,81.8,OK,False
BIN-أسي-003-0C0B,2026-01-13T09:00:00,38.3,118.1,Mixed,17.9,55.4,81.7,OK,False
BIN-أسي-003-0C0B,2026-01-13T12:00:00,39.4,121.26,Mixed,18.1,46.9,81.7,OK,False
BIN-أسي-003-0C0B,2026-01-13T15:00:00,40.6,124.9,Mixed,18.1,68.4,81.6,OK,False
BIN-أسي-003-0C0B,2026-01-13T18:00:00,42.3,130.28,Mixed,20.4,45.7,81.5,OK,False
BIN-أسي-003-0C0B,2026-01-13T21:00:00,43.8,134.97,Mixed,20.8,49.5,81.5,OK,False
BIN-أسي-004-206A,2026-01-13T00:00:00,27.3,22.96,Organic,18.0,54.7,72.0,OK,False
